usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,messiness_description
U-0000f6,S-266ada,2024-06-05,feature_26,10,3450,0,True,no_issue
U-36dc0d,S-4040a9,2023-03-21,feature_5,11,2431,0,False,no_issue
U-38032a,S-5d68fb,2023-03-05,,5,100,0,False,null_feature_name
U-0000f7,S-b5337b,2023-08-25,feature_1,13,3913,2,False,no_issue
U-4928e9,S-7b65f4,2023-07-18,,12,408,0,False,null_feature_name
U-42d67e,S-400e62,2023-06-11,feature_18,10,2550,1,True,no_issue
U-0000f8,S-191550,2024-04-11,feature_30,13,4290,0,False,no_issue
U-0000f9,S-a0c741,2023-02-12,feature_21,16,528,2,False,no_issue
U-0000fa,S-b805b2,2023-12-13,feature_31,7,1414,0,False,no_issue
U-49405f,S-dd3b36,2024-07-07,feature_12,10,2970,0,False,no_issue
U-0000fb,S-f7a5b9,2024-01-06,feature_25,6,-1,0,False,negative_usage_duration_secs
U-5cc5e2,S-731ee3,2023-07-08,,9,4140,1,False,null_feature_name
U-5c8ee1,S-30008c,2024-01-05,feature_31,13,741,1,False,no_issue
U-0000fc,S-c7f564,2024-08-06,feature_6,8,4760,2,False,no_issue
U-0000fd,S-bf806d,2023-07-17,feature_32,10,3990,0,False,no_issue
U-0000fe,S-c1eb68,2024-01-22,feature_18,11,2420,0,False,no_issue
U-0000ff,S-c7f25a,2023-10-10,feature_30,7,3031,0,True,no_issue
U-f135b9,S-fb9972,2023-03-07,feature_2,10,5550,0,False,no_issue
U-da0ba0,S-131064,2023-12-03,feature_26,10,-1,0,False,negative_usage_duration_secs
U-7b5cc1,S-3e6a40,2024-09-11,,14,5698,0,False,null_feature_name
U-000100,S-bb47b9,2023-09-09,feature_19,7,399,0,False,no_issue
U-000101,S-f6f97e,2024-08-08,,5,560,0,False,null_feature_name
U-000102,S-cdf835,2024-10-25,feature_23,9,4878,3,False,no_issue
U-000103,S-7b7e04,2023-01-16,,4,1156,0,False,null_feature_name
U-000104,S-13ca37,2024-01-27,feature_34,9,639,0,False,no_issue
U-26b760,S-7dab19,2024-02-02,feature_9,12,696,0,False,no_issue
U-000105,S-a3cbd4,2024-06-30,feature_27,11,3014,1,False,no_issue
U-000106,S-c2c321,2023-07-11,feature_34,13,6916,0,True,no_issue
U-000107,S-80af85,2024-10-15,,8,2384,0,False,null_feature_name
U-000108,S-b15faf,2023-09-18,feature_22,-1,2256,0,False,negative_usage_count
U-000109,S-62641a,2024-11-27,feature_34,16,2960,0,False,no_issue
U-00010a,S-9a6a1b,2023-10-01,feature_19,7,2408,0,False,no_issue
U-00010b,S-b152d6,2024-12-20,feature_9,10,4160,0,False,no_issue
U-e471e0,S-1a2fbc,2023-05-07,feature_27,8,1544,0,False,no_issue
U-9bc341,S-3f82f4,2023-01-22,,7,2548,0,True,null_feature_name
U-00010c,S-da3b68,2023-04-17,feature_16,9,3465,1,False,no_issue
U-00010d,S-1dbbc2,2023-08-31,feature_19,6,210,0,False,no_issue
U-00010e,S-67c131,2023-12-13,feature_24,5,570,2,False,no_issue
U-010479,S-0267b7,2023-02-01,feature_33,14,532,0,False,no_issue
U-00010f,S-3ab534,2024-03-18,feature_13,8,3224,0,True,no_issue
U-000110,S-6b97b7,2024-11-08,feature_25,8,2168,0,False,no_issue
U-000111,S-32e8fa,2024-11-18,feature_7,10,5020,0,False,no_issue
U-000112,S-a384d2,2023-09-28,feature_24,12,1860,0,False,no_issue
U-000113,S-0d8293,2024-07-18,feature_37,7,350,0,False,no_issue
U-000114,S-409beb,2024-06-10,feature_7,8,4328,0,False,no_issue
U-000115,S-31e347,2024-11-23,feature_31,7,2660,0,False,no_issue
U-000116,S-195f9b,2024-01-26,,13,6942,2,False,null_feature_name
U-000117,S-343642,2023-02-20,feature_17,8,3672,2,False,no_issue
U-000118,S-196c1e,2023-10-16,feature_20,11,5236,0,False,no_issue
U-000119,S-fcbd92,2024-12-14,feature_34,11,1265,1,False,no_issue
U-00011a,S-983266,2024-10-28,feature_3,17,2244,0,False,no_issue
U-00011b,S-6100a4,2024-02-20,,7,1211,0,True,null_feature_name
U-00011c,S-da9362,2024-07-23,feature_24,14,5838,3,False,no_issue
U-ec3cf7,S-80fa36,2023-01-05,,10,1580,3,False,null_feature_name
U-00011d,S-7052a5,2024-06-20,feature_4,12,-1,0,False,negative_usage_duration_secs
U-00011e,S-b95751,2023-04-24,feature_12,-1,2832,0,False,negative_usage_count
U-00011f,S-28a4b7,2023-02-12,,11,6446,0,False,null_feature_name
U-887628,S-eae806,2024-06-22,,13,416,0,False,null_feature_name
U-5ecc7f,S-96383d,2024-03-17,feature_26,-1,1461,1,False,negative_usage_count
U-10587f,S-cb7ea9,2024-09-26,feature_17,10,4520,0,False,no_issue
U-2f70ab,S-f52fd6,2024-06-01,feature_30,12,804,0,False,no_issue
U-cb2eb2,S-c25263,2024-05-31,feature_22,11,2750,0,False,no_issue
U-000120,S-d6106b,2023-03-08,feature_40,-1,1356,0,False,negative_usage_count
U-000121,S-1e15d1,2023-11-13,feature_32,11,-1,3,False,negative_usage_duration_secs
U-000122,S-80c296,2024-02-09,feature_16,3,-1,1,False,negative_usage_duration_secs
U-c3b448,S-e6ad38,2024-01-23,,14,7504,2,False,null_feature_name
U-bd8ced,S-183502,2023-01-08,feature_14,9,918,0,False,no_issue
U-9468ae,S-e50d84,2023-02-25,feature_26,13,5577,0,False,no_issue
U-000123,S-3445f5,2024-02-19,feature_18,11,6226,0,False,no_issue
U-000124,S-36d5c9,2023-12-25,feature_15,9,3285,1,False,no_issue
U-000125,S-81caea,2023-08-28,feature_25,7,3010,1,False,no_issue
U-7862e8,S-0337da,2023-01-04,feature_4,10,4940,0,True,no_issue
U-000126,S-7be132,2024-07-10,feature_8,8,824,0,False,no_issue
U-8c4078,S-2a6e4a,2024-04-14,feature_1,5,550,0,False,no_issue
U-b950ed,S-38dcab,2024-02-01,feature_21,6,2982,0,False,no_issue
U-000127,S-0c91c4,2024-05-13,,6,1038,3,False,null_feature_name
U-000128,S-879b43,2023-12-01,feature_21,15,870,0,False,no_issue
U-c89f69,S-f93185,2024-02-21,feature_14,5,-1,2,False,negative_usage_duration_secs
U-b665bd,S-61fa27,2023-05-19,feature_31,14,5278,0,False,no_issue
U-000129,S-8ae804,2023-10-18,feature_14,11,3311,0,False,no_issue
U-00012a,S-26836c,2024-03-22,feature_22,7,-1,0,True,negative_usage_duration_secs
U-588a01,S-519509,2023-12-22,feature_26,13,2600,0,False,no_issue
U-00012b,S-0e057d,2024-01-30,feature_12,14,5810,0,False,no_issue
U-cb1683,S-7f9ce5,2023-09-19,feature_37,6,-1,0,False,negative_usage_duration_secs
U-1c3dc9,S-3c9115,2024-08-24,feature_38,7,1862,0,False,no_issue
U-00012c,S-632acf,2023-07-28,feature_11,9,5184,1,False,no_issue
U-18287a,S-196c1e,2024-03-26,,10,3950,1,False,null_feature_name
U-00012d,S-98f176,2023-05-14,feature_24,8,4232,0,False,no_issue
U-00012e,S-74bda1,2024-09-27,,16,944,3,True,null_feature_name
U-16e6e9,S-da4a98,2024-02-07,feature_22,11,3190,0,False,no_issue
U-00012f,S-196c1e,2023-06-06,feature_10,8,1648,1,False,no_issue
U-4c0e10,S-329db8,2023-01-23,feature_5,15,3750,0,False,no_issue
U-000130,S-23ba41,2023-09-28,feature_34,6,1362,3,True,no_issue
U-000131,S-b60208,2023-08-16,feature_37,11,946,0,True,no_issue
U-ed006a,S-f7fa56,2023-03-19,feature_25,10,2670,0,False,no_issue
U-000132,S-ebe172,2023-02-15,feature_4,9,5283,0,True,no_issue
U-82527e,S-5717da,2024-11-07,,6,1182,0,True,null_feature_name
U-000133,S-17bbdd,2024-08-10,feature_4,8,-1,4,True,negative_usage_duration_secs
U-000134,S-9a8a30,2023-05-20,feature_15,16,1424,0,False,no_issue
U-000135,S-ec0efa,2023-12-06,feature_22,8,1264,0,False,no_issue
U-000136,S-a54fb2,2023-05-29,feature_20,3,441,0,False,no_issue
U-74bf06,S-109e0c,2023-05-09,feature_30,-1,6032,0,False,negative_usage_count
U-000137,S-94471b,2023-09-13,feature_9,14,5418,3,False,no_issue
U-000138,S-c005ac,2023-02-18,feature_24,10,4060,5,False,no_issue
U-000139,S-bfdb45,2024-10-08,feature_21,8,1696,0,False,no_issue
U-00013a,S-0c63de,2023-01-15,feature_10,10,1240,0,False,no_issue
U-00013b,S-3a3d0f,2023-03-21,feature_32,14,2478,0,False,no_issue
U-00013c,S-15662a,2023-05-02,feature_10,8,1424,0,False,no_issue
U-92b21e,S-f2f40c,2023-05-10,feature_19,7,3913,0,False,no_issue
U-00013d,S-983266,2024-02-20,feature_10,8,3584,1,False,no_issue
U-00013e,S-5d5a8d,2023-04-24,feature_22,6,1344,0,False,no_issue
U-00013f,S-ceaff7,2023-05-29,,-1,7085,1,False,negative_usage_count; null_feature_name
U-eb7391,S-929a7c,2023-03-13,feature_9,16,5840,0,False,no_issue
U-000140,S-54d8cf,2024-03-26,feature_23,10,5570,1,False,no_issue
U-5173f4,S-879b43,2024-02-05,feature_6,10,5440,0,False,no_issue
U-22e96e,S-0bf451,2024-09-24,feature_27,7,3976,2,False,no_issue
U-000141,S-371662,2024-02-08,feature_3,11,6380,0,False,no_issue
U-000142,S-3bc591,2024-09-08,feature_8,11,5291,1,False,no_issue
U-000143,S-db7c1d,2023-04-13,feature_4,13,-1,2,False,negative_usage_duration_secs
U-000144,S-cb2ad3,2023-06-26,feature_16,7,2618,2,False,no_issue
U-000145,S-1200b3,2023-05-12,feature_14,7,2618,0,False,no_issue
U-000146,S-242e1b,2024-04-29,,-1,395,2,False,negative_usage_count; null_feature_name
U-debf3a,S-b8caad,2024-01-17,feature_3,11,-1,0,False,negative_usage_duration_secs
U-3cdeaf,S-67595c,2024-01-09,feature_30,-1,3108,0,False,negative_usage_count
U-000147,S-af5a51,2024-09-24,feature_10,9,90,1,False,no_issue
U-000148,S-2c8143,2024-08-23,feature_27,7,175,2,False,no_issue
U-000149,S-270a4e,2023-12-09,feature_20,13,6578,0,False,no_issue
U-00014a,S-bdf7c2,2023-04-05,feature_39,9,54,0,False,no_issue
U-00014b,S-da8d5f,2024-03-19,feature_1,13,2301,0,False,no_issue
U-350e5b,S-3ca6d2,2023-11-25,feature_18,5,2940,1,True,no_issue
U-fe4033,S-c15f06,2023-06-20,feature_36,17,2601,0,False,no_issue
U-7d38e8,S-1acdd2,2024-08-27,feature_3,8,-1,1,False,negative_usage_duration_secs
U-00014c,S-5d0af1,2024-08-24,feature_9,15,2895,0,False,no_issue
U-f84a83,S-d64a4e,2023-12-21,feature_13,7,4004,0,False,no_issue
U-00014d,S-3cc641,2024-09-25,feature_39,10,5700,1,True,no_issue
U-00014e,S-883efd,2024-01-19,feature_33,16,7232,0,False,no_issue
U-00ec84,S-f6f97e,2024-09-11,feature_16,8,4072,0,False,no_issue
U-60d6ea,S-1bbf0a,2023-07-06,feature_35,11,2618,0,False,no_issue
U-00014f,S-07aba0,2024-02-09,feature_19,14,-1,0,False,negative_usage_duration_secs
U-000150,S-bf4ec8,2023-01-28,,10,4020,0,False,null_feature_name
U-4a605d,S-342037,2023-05-28,feature_24,5,1165,0,False,no_issue
U-000151,S-510e07,2024-05-29,feature_40,7,3500,1,False,no_issue
U-000152,S-5e558a,2024-04-02,feature_38,13,-1,0,False,negative_usage_duration_secs
U-000153,S-aced77,2023-10-30,feature_37,10,3830,3,False,no_issue
U-000154,S-62a617,2024-07-17,feature_14,10,5510,0,False,no_issue
U-000155,S-2ff628,2024-11-13,feature_25,-1,5863,1,False,negative_usage_count
U-96948d,S-f2b79f,2024-10-24,feature_29,12,2904,2,False,no_issue
U-000156,S-75fe32,2023-11-14,feature_27,16,4832,0,False,no_issue
U-ec919f,S-19950d,2024-05-28,feature_6,-1,3692,1,True,negative_usage_count
U-942736,S-a24db6,2024-05-13,feature_18,7,3654,1,False,no_issue
U-000157,S-694aa7,2024-04-13,feature_26,11,319,2,False,no_issue
U-000158,S-2881e0,2023-09-30,feature_34,10,780,0,False,no_issue
U-000159,S-09c1df,2024-05-11,feature_31,5,300,0,False,no_issue
U-00015a,S-cdd00a,2023-08-21,feature_25,10,3520,1,False,no_issue
U-00015b,S-8bfab5,2024-06-29,,6,-1,1,False,negative_usage_duration_secs; null_feature_name
U-00015c,S-196c1e,2023-03-17,,20,700,0,False,null_feature_name
U-00015d,S-70b655,2023-06-25,feature_20,8,736,0,False,no_issue
U-00015e,S-ea8479,2023-12-25,feature_15,5,365,0,False,no_issue
U-2be557,S-b37b2a,2023-01-30,feature_21,12,3084,3,False,no_issue
U-c98801,S-8486d2,2023-07-30,feature_16,10,4900,0,False,no_issue
U-a5390e,S-befdf1,2024-01-13,feature_9,5,1205,2,False,no_issue
U-00015f,S-688851,2023-08-24,feature_13,6,2622,0,False,no_issue
U-258a74,S-d747bc,2024-09-06,feature_26,2,154,0,False,no_issue
U-000160,S-4291f7,2023-11-04,feature_40,12,4476,0,False,no_issue
U-000161,S-561850,2024-02-05,feature_36,-1,1548,0,False,negative_usage_count
U-93a442,S-6bdda7,2023-07-17,feature_7,11,-1,0,True,negative_usage_duration_secs
U-000162,S-48d2b5,2023-03-14,,11,3333,0,False,null_feature_name
U-000163,S-cde950,2023-09-24,feature_10,9,2583,2,False,no_issue
U-000164,S-2416eb,2024-06-30,,14,5138,0,False,null_feature_name
U-545b21,S-8e45ba,2024-03-17,feature_18,10,3950,2,False,no_issue
U-000165,S-8ff318,2024-05-11,feature_9,10,940,0,False,no_issue
U-000166,S-d6cffe,2023-10-30,feature_4,6,1452,0,False,no_issue
U-c57f39,S-615a8a,2023-01-13,feature_6,10,1170,0,False,no_issue
U-92924b,S-ae4bb3,2023-07-10,feature_3,7,1820,0,False,no_issue
U-000167,S-bc2633,2023-06-10,feature_12,17,8500,0,False,no_issue
U-000168,S-e6a17a,2024-03-28,feature_7,11,6512,0,False,no_issue
U-000169,S-1d2d00,2023-01-03,feature_30,10,1810,1,False,no_issue
U-00016a,S-322a59,2023-12-03,feature_36,6,2196,0,False,no_issue
U-fca323,S-8d122e,2024-05-12,,8,632,1,False,null_feature_name
U-b524d6,S-f5f01f,2024-07-24,,16,400,0,False,null_feature_name
U-31f91a,S-4d2011,2024-11-24,,12,5112,0,False,null_feature_name
U-9080be,S-3092cb,2024-03-30,,10,3280,0,False,null_feature_name
U-00016b,S-92795b,2024-04-26,feature_34,10,4900,0,False,no_issue
U-ece266,S-2c270f,2023-10-09,feature_1,-1,5920,1,False,negative_usage_count
U-00016c,S-b991d2,2024-03-06,feature_9,12,4620,1,False,no_issue
U-00016d,S-a5a40b,2023-07-12,feature_2,12,4428,2,False,no_issue
U-00016e,S-51924b,2023-02-04,feature_4,12,5064,0,False,no_issue
U-00016f,S-48a54e,2023-05-26,feature_30,6,1068,0,False,no_issue
U-000170,S-f4376f,2024-06-11,feature_13,11,2827,0,False,no_issue
U-000171,S-06e837,2023-11-29,feature_35,14,3262,0,False,no_issue
U-000172,S-af430c,2024-10-30,feature_37,5,2430,0,False,no_issue
U-000173,S-e60430,2024-10-30,feature_28,11,660,0,False,no_issue
U-000174,S-c3ecd8,2023-06-26,,-1,3016,2,False,negative_usage_count; null_feature_name
U-000175,S-61c27e,2023-01-20,,8,-1,0,False,negative_usage_duration_secs; null_feature_name
U-000176,S-a3dc1e,2023-04-26,feature_11,8,-1,1,False,negative_usage_duration_secs
U-4372ec,S-f00f7e,2023-04-28,feature_40,11,3982,0,False,no_issue
U-000177,S-afed2d,2024-12-06,feature_1,15,1065,0,False,no_issue
U-000178,S-efe3f6,2024-12-03,feature_17,9,3735,0,False,no_issue
U-000179,S-977d49,2023-01-01,feature_11,10,2870,3,True,no_issue
U-fd2e7a,S-060019,2024-06-11,,7,2212,0,False,null_feature_name
U-00017a,S-510999,2024-04-11,feature_4,17,476,0,True,no_issue
U-00017b,S-3947da,2024-06-14,feature_32,2,1164,0,False,no_issue
U-00017c,S-504683,2024-09-26,feature_12,13,5291,1,False,no_issue
U-00017d,S-f4059b,2023-08-23,,9,837,0,False,null_feature_name
U-00017e,S-03a97f,2024-04-25,feature_20,10,1070,1,False,no_issue
U-8d84f7,S-b45bc6,2024-04-19,feature_30,9,4761,1,False,no_issue
U-87bfc7,S-be655e,2023-02-02,feature_38,12,1788,0,False,no_issue
U-00017f,S-343bab,2024-12-17,,6,1068,0,False,null_feature_name
U-000180,S-3947da,2023-09-29,,12,4992,0,False,null_feature_name
U-000181,S-9b8167,2023-09-23,feature_18,10,5150,0,False,no_issue
U-000182,S-63e79e,2023-01-16,feature_20,12,1440,0,False,no_issue
U-000183,S-2aec7e,2023-02-20,feature_26,4,1800,0,True,no_issue
U-000184,S-a924c2,2023-04-21,feature_17,8,3616,0,False,no_issue
U-000185,S-3e8909,2024-07-31,feature_21,12,5832,1,False,no_issue
U-000186,S-dccf50,2023-12-15,feature_14,7,3017,2,False,no_issue
U-73ffa6,S-7791c3,2024-06-06,feature_30,10,3180,0,False,no_issue
U-56c79e,S-599207,2023-02-15,feature_38,9,-1,0,False,negative_usage_duration_secs
U-000187,S-48a54e,2024-01-21,feature_33,-1,1552,0,False,negative_usage_count
U-000188,S-695606,2024-07-10,feature_35,11,4642,3,False,no_issue
U-000189,S-455183,2023-07-20,feature_3,9,270,0,False,no_issue
U-00018a,S-3ba19e,2023-11-15,feature_32,-1,7410,0,False,negative_usage_count
U-00018b,S-1e8910,2023-10-20,,10,4810,0,False,null_feature_name
U-00018c,S-42d724,2024-01-20,feature_10,-1,3934,1,False,negative_usage_count
U-872d72,S-df5924,2023-02-20,feature_21,11,3795,3,False,no_issue
U-00018d,S-7b3464,2024-01-29,feature_3,13,1807,3,False,no_issue
U-00018e,S-fc9cc3,2024-06-19,feature_8,5,2065,0,False,no_issue
U-ec21bd,S-330989,2024-11-18,feature_38,-1,1920,0,False,negative_usage_count
U-00018f,S-c1f8e1,2023-09-28,feature_35,10,5080,0,True,no_issue
U-000190,S-08a5fd,2024-10-22,feature_36,12,-1,0,False,negative_usage_duration_secs
U-000191,S-b409d1,2023-05-17,feature_18,16,6336,0,False,no_issue
U-000192,S-f553b5,2023-04-07,feature_9,15,5040,0,False,no_issue
U-000193,S-77f7fd,2023-02-13,feature_29,10,940,2,False,no_issue
U-31e395,S-d76bd0,2024-06-11,,-1,2250,0,False,negative_usage_count; null_feature_name
U-9ff6c8,S-74704b,2024-06-16,feature_16,-1,3608,0,False,negative_usage_count
U-000194,S-8b1c37,2024-08-08,feature_18,12,1164,1,False,no_issue
U-000195,S-3012fa,2024-05-03,feature_38,-1,1412,0,False,negative_usage_count
U-000196,S-982ee2,2023-12-11,feature_11,10,2260,0,False,no_issue
U-000197,S-3a57be,2024-12-09,feature_2,18,5004,3,False,no_issue
U-000198,S-5ddf8d,2024-12-16,feature_17,10,2270,0,False,no_issue
U-000199,S-142456,2024-10-18,feature_6,9,4707,1,False,no_issue
U-00019a,S-0e3b42,2024-08-03,feature_5,8,1136,3,False,no_issue
U-00019b,S-d538f6,2024-12-25,feature_33,9,3645,0,False,no_issue
U-00019c,S-ccdf41,2024-06-18,feature_35,12,4308,1,False,no_issue
U-00019d,S-39e88c,2024-05-03,feature_19,11,495,1,False,no_issue
U-00019e,S-09251c,2023-04-18,feature_20,8,3016,0,False,no_issue
U-00019f,S-b5b39a,2023-07-07,feature_4,7,420,0,True,no_issue
U-0001a0,S-e6c842,2023-01-19,feature_33,9,-1,0,False,negative_usage_duration_secs
U-b1fb5f,S-fec1cd,2024-05-04,feature_16,15,2325,0,True,no_issue
U-0001a1,S-fef8bf,2023-01-23,feature_3,16,5712,0,False,no_issue
U-756883,S-964542,2023-03-02,,-1,1391,0,False,negative_usage_count; null_feature_name
U-6dcbb7,S-3741b9,2024-11-19,feature_17,10,2920,0,False,no_issue
U-0001a2,S-2bc860,2024-06-04,feature_35,11,2508,0,True,no_issue
U-0001a3,S-62b93c,2023-05-28,feature_9,6,3252,0,False,no_issue
U-f5c1dd,S-d6f7cd,2023-07-18,feature_6,14,7602,0,False,no_issue
U-0001a4,S-07f282,2023-09-06,feature_15,11,473,0,False,no_issue
U-0001a5,S-018501,2023-05-26,,10,3370,1,False,null_feature_name
U-4375c4,S-869bba,2024-11-11,feature_38,13,5408,0,False,no_issue
U-0001a6,S-e9bcb2,2023-09-29,,10,4810,0,False,null_feature_name
U-c66cab,S-bb45bb,2024-06-27,feature_31,7,-1,0,False,negative_usage_duration_secs
U-0001a7,S-9c47f6,2024-06-21,feature_1,7,1211,0,False,no_issue
U-0001a8,S-8055fa,2024-12-02,feature_10,-1,3636,2,False,negative_usage_count
U-0a8d8f,S-00fcc5,2023-08-22,feature_37,15,8610,0,False,no_issue
U-b277a4,S-7b2efe,2024-03-17,feature_21,6,3420,0,False,no_issue
U-0001a9,S-108caf,2024-08-19,feature_31,8,920,0,False,no_issue
U-681ada,S-f20079,2023-08-27,feature_17,12,3396,0,False,no_issue
U-0001aa,S-012ab9,2023-04-09,feature_38,11,3135,0,True,no_issue
U-0001ab,S-8856af,2024-06-12,feature_36,9,3366,0,True,no_issue
U-0001ac,S-a408fe,2024-11-19,feature_38,11,3817,0,False,no_issue
U-39529c,S-1dceca,2023-03-21,feature_1,7,2499,0,False,no_issue
U-72a9b8,S-2aaa9c,2024-07-23,feature_2,11,4972,0,False,no_issue
U-0001ad,S-ce5e0e,2023-05-31,feature_34,6,2796,0,False,no_issue
U-a652d3,S-7a06fe,2024-10-12,feature_40,4,1240,1,False,no_issue
U-873a2e,S-02508a,2024-02-23,,17,7616,1,False,null_feature_name
U-0001ae,S-ac4799,2024-12-20,feature_5,8,3968,0,False,no_issue
U-0001af,S-18565e,2023-04-01,feature_28,11,1848,0,False,no_issue
U-0001b0,S-28332f,2023-07-19,feature_40,7,3451,0,False,no_issue
U-0001b1,S-162441,2024-09-12,feature_24,-1,4730,0,True,negative_usage_count
U-0001b2,S-c7b793,2023-08-03,feature_12,9,1674,2,False,no_issue
U-0001b3,S-718f18,2023-11-11,feature_18,11,385,0,False,no_issue
U-0001b4,S-275d57,2023-08-05,feature_24,12,1284,0,False,no_issue
U-5db190,S-52699f,2023-03-16,feature_16,10,2680,0,False,no_issue
U-9856ee,S-fcbd92,2023-08-01,feature_15,14,5418,0,False,no_issue
U-0001b5,S-d1350e,2024-10-19,feature_36,18,1548,0,False,no_issue
U-92d719,S-cb38be,2024-12-07,feature_35,11,3003,0,False,no_issue
U-0001b6,S-28d64b,2024-03-10,feature_29,10,1080,0,False,no_issue
U-0001b7,S-722103,2024-01-12,feature_26,7,3073,1,False,no_issue
U-0001b8,S-aaf1d0,2024-05-07,feature_15,10,-1,0,False,negative_usage_duration_secs
U-872d57,S-de3416,2024-08-27,feature_23,-1,5564,0,True,negative_usage_count
U-2292cc,S-2fe6c0,2023-11-23,,12,3300,1,False,null_feature_name
U-0001b9,S-cf2b4a,2024-04-28,feature_28,6,1494,1,False,no_issue
U-0001ba,S-2dc98b,2023-06-10,,12,72,0,False,null_feature_name
U-0001bb,S-59c5d7,2023-10-29,feature_12,11,2838,0,False,no_issue
U-0001bc,S-68b261,2024-02-28,feature_1,11,4829,0,False,no_issue
U-df645b,S-6ba608,2024-07-29,feature_12,9,5022,0,False,no_issue
U-6b60b4,S-7a6697,2023-02-08,feature_11,9,99,2,False,no_issue
U-0001bd,S-f0ad87,2023-09-23,feature_6,7,1302,1,True,no_issue
U-0001be,S-e11518,2024-06-28,feature_31,9,3177,0,False,no_issue
U-0001bf,S-fef85a,2023-11-09,feature_22,10,110,0,False,no_issue
U-0db2de,S-a4139f,2024-09-02,feature_40,8,1320,0,False,no_issue
U-0001c0,S-326577,2024-06-28,feature_21,14,4928,0,False,no_issue
U-e331cc,S-049667,2023-03-05,,11,5984,0,False,null_feature_name
U-341611,S-b4cd75,2024-04-19,feature_38,-1,588,0,False,negative_usage_count
U-66f174,S-d07c53,2024-07-18,,14,364,0,False,null_feature_name
U-0001c1,S-80a6a6,2024-03-18,feature_7,10,5430,0,True,no_issue
U-0001c2,S-6055d4,2024-12-11,feature_24,9,1548,1,False,no_issue
U-7c2ecd,S-f97609,2024-04-23,,15,6120,1,False,null_feature_name
U-0001c3,S-131064,2024-08-05,feature_4,12,60,0,False,no_issue
U-0001c4,S-eae806,2024-10-29,feature_36,12,1848,0,False,no_issue
U-0001c5,S-c87692,2023-05-30,feature_9,7,-1,0,False,negative_usage_duration_secs
U-0001c6,S-e7d026,2023-01-25,feature_29,9,1890,2,False,no_issue
U-0001c7,S-00bb84,2023-12-17,feature_28,22,4730,4,False,no_issue
U-0001c8,S-05ad41,2023-12-24,feature_20,7,3878,0,True,no_issue
U-0001c9,S-2d0d53,2023-07-13,feature_36,23,4623,0,False,no_issue
U-635241,S-79ab7e,2023-11-30,,8,-1,4,True,negative_usage_duration_secs; null_feature_name
U-0001ca,S-01b2dc,2023-06-05,feature_27,5,1695,0,False,no_issue
U-0001cb,S-32e8fa,2024-04-12,feature_9,7,2261,3,False,no_issue
U-0001cc,S-c57c91,2023-04-11,feature_22,15,2565,0,True,no_issue
U-0001cd,S-eadebb,2023-01-11,feature_3,10,1120,1,False,no_issue
U-0001ce,S-0b25d7,2024-03-14,feature_30,12,7008,0,False,no_issue
U-bf476f,S-868325,2024-10-09,feature_20,-1,4830,0,False,negative_usage_count
U-0001cf,S-446c54,2023-07-26,feature_34,11,6589,0,True,no_issue
U-35994e,S-3c9a70,2023-03-04,feature_5,-1,768,3,False,negative_usage_count
U-0001d0,S-af5ec3,2024-11-29,feature_40,12,-1,0,False,negative_usage_duration_secs
U-0001d1,S-76b964,2023-07-03,,14,5824,2,False,null_feature_name
U-0001d2,S-eaac58,2024-03-11,feature_16,4,-1,0,False,negative_usage_duration_secs
U-0001d3,S-a6285f,2023-09-21,feature_10,-1,7200,0,False,negative_usage_count
U-0001d4,S-c3c85e,2024-07-17,feature_27,8,3000,2,False,no_issue
U-0001d5,S-bb82ac,2024-02-23,feature_23,8,-1,0,False,negative_usage_duration_secs
U-0001d6,S-9c06f8,2023-02-06,feature_25,8,3112,2,False,no_issue
U-76d772,S-ea5984,2023-01-18,feature_11,11,2596,1,False,no_issue
U-f1f552,S-81e9f1,2024-02-28,feature_32,11,2321,2,False,no_issue
U-0001d7,S-d106d4,2024-06-01,feature_15,11,4708,0,False,no_issue
U-0001d8,S-7ac9dd,2023-03-13,feature_10,7,4102,0,False,no_issue
U-0001d9,S-7e44b0,2024-10-21,feature_26,9,828,1,False,no_issue
U-0001da,S-17bedf,2024-05-13,feature_35,10,1920,1,False,no_issue
U-0001db,S-4040a9,2024-08-22,feature_16,8,4680,0,False,no_issue
U-0001dc,S-c35f78,2023-05-26,feature_2,12,3396,1,False,no_issue
U-0001dd,S-a3455c,2023-02-21,feature_28,6,996,0,False,no_issue
U-0001de,S-147ad7,2023-08-23,,7,3535,2,False,null_feature_name
U-0001df,S-374628,2024-08-11,feature_27,13,1443,1,False,no_issue
U-0001e0,S-f0fe0a,2024-10-24,feature_3,14,7868,1,False,no_issue
U-0001e1,S-bb3c63,2023-08-02,feature_11,8,248,1,False,no_issue
U-0001e2,S-38eb77,2024-06-07,feature_4,11,2376,1,False,no_issue
U-0001e3,S-d7ccbd,2024-07-09,feature_11,10,4920,0,False,no_issue
U-950784,S-1e3a06,2024-04-27,feature_14,10,2170,0,False,no_issue
U-c75d7e,S-ff4a47,2023-12-24,feature_13,16,-1,1,False,negative_usage_duration_secs
U-f77563,S-677801,2023-07-03,feature_25,8,4688,0,False,no_issue
U-0001e4,S-62641a,2024-01-18,feature_24,-1,3160,2,True,negative_usage_count
U-0001e5,S-48c5be,2024-06-26,feature_31,9,-1,0,False,negative_usage_duration_secs
