subscription_id,account_id,start_date,end_date,start_month,end_month,subscription_age_days,subscription_age_months,mrr_clean,arr_clean,lifetime_mrr,churned_mrr,is_churned,churn_date,churn_month,plan_tier,seat_bucket,seats,rev_change_flag,subscription_status,is_new,is_upgrade,is_downgrade,dirty_row_flag,dirty_row_reason,dirty_row_reason_count
S-2daa17,A-c62e55,2024-05-05,,2024-05,NaT,592,19,2985.0,35820.0,56715.0,0.0,False,,NaT,Enterprise,11_to_25,15,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2dad6b,A-104f1a,2024-12-20,,2024-12,NaT,363,12,646.0,7752.0,7752.0,646.0,True,2024-12-11,2024-12,Basic,26_to_50,34,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2db458,A-53f4e3,2024-09-21,2024-12-06,2024-09,2024-12,76,3,418.0,5016.0,1254.0,418.0,True,2024-12-06,2024-12,Basic,11_to_25,22,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2dbf11,A-e888d1,2024-05-25,2024-11-29,2024-05,2024-11,188,6,686.0,8232.0,4116.0,686.0,True,2024-11-29,2024-11,Pro,11_to_25,14,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2dbf26,A-dfbd31,2023-12-10,2024-12-19,2023-12,2024-12,375,12,0.0,0.0,0.0,0.0,True,2024-12-19,2024-12,Pro,11_to_25,14,unchanged,churned,True,False,False,True,"[""end_date_derived""]",1
S-2dc98b,A-5a92e7,2024-11-08,2024-11-11,2024-11,2024-11,3,0,441.0,5292.0,0.0,441.0,True,2024-11-11,2024-11,Pro,01_to_10,9,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2dc99d,A-cc102e,2024-11-04,2024-11-19,2024-11,2024-11,15,0,418.0,5016.0,0.0,418.0,True,2024-11-19,2024-11,Basic,11_to_25,22,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2ddb46,A-4c38bc,2024-05-09,,2024-05,NaT,588,19,1764.0,21168.0,33516.0,0.0,False,,NaT,Pro,26_to_50,36,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2ddf94,A-19b2c8,2024-01-05,2024-08-16,2024-01,2024-08,224,7,3980.0,47760.0,27860.0,3980.0,True,2024-08-16,2024-08,Enterprise,11_to_25,20,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2de283,A-117171,2024-11-27,2024-12-27,2024-11,2024-12,30,1,0.0,0.0,0.0,0.0,True,2024-11-14,2024-11,Pro,26_to_50,45,unchanged,churned,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-2de449,A-702032,2024-04-24,2024-06-14,2024-04,2024-06,51,2,5572.0,66864.0,11144.0,5572.0,True,2024-06-14,2024-06,Enterprise,26_to_50,28,unchanged,churned,True,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2ded06,A-ff79f2,2024-12-25,,2024-12,NaT,358,12,589.0,7068.0,7068.0,0.0,False,,NaT,Basic,26_to_50,31,expansion,active,False,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2ded36,A-a1b80b,2024-09-08,,2024-09,NaT,466,15,3184.0,38208.0,47760.0,3184.0,True,2024-07-11,2024-07,Enterprise,11_to_25,16,expansion,churned,False,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2e017b,A-432483,2023-04-02,2023-04-05,2023-04,2023-04,3,0,245.0,2940.0,0.0,245.0,True,,NaT,Pro,01_to_10,5,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2e0575,A-4814a3,2024-11-06,2024-12-31,2024-11,2024-12,55,1,17313.0,207756.0,17313.0,17313.0,True,2024-11-25,2024-11,Enterprise,50+,87,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2e1ceb,A-ccb686,2024-03-23,2024-11-24,2024-03,2024-11,246,8,0.0,0.0,0.0,0.0,True,2024-11-24,2024-11,Enterprise,11_to_25,12,expansion,churned,False,True,False,True,"[""end_date_derived""]",1
S-2e2d6c,A-f6b2fb,2024-08-01,,2024-08,NaT,504,16,4776.0,57312.0,76416.0,4776.0,True,2024-07-11,2024-07,Enterprise,11_to_25,24,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2e4018,A-7f8241,2023-06-06,,2023-06,NaT,926,30,6766.0,81192.0,202980.0,0.0,False,,NaT,Enterprise,26_to_50,34,expansion,active,False,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2e55e6,A-f19409,2024-12-20,,2024-12,NaT,363,12,665.0,7980.0,7980.0,665.0,True,2023-05-25,2023-05,Basic,26_to_50,35,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2e7756,A-b7b7b7,2024-08-27,,2024-08,NaT,478,16,3283.0,39396.0,52528.0,0.0,False,,NaT,Pro,50+,67,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2e78ce,A-84ebe4,2024-04-15,2024-10-22,2024-04,2024-10,190,6,342.0,4104.0,2052.0,342.0,True,2024-01-20,2024-01,Basic,11_to_25,18,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2e79e8,A-cb5333,2024-05-16,2024-08-11,2024-05,2024-08,87,3,0.0,0.0,0.0,0.0,True,2024-08-11,2024-08,Pro,26_to_50,33,unchanged,churned,False,False,False,True,"[""end_date_derived""]",1
S-2e7b85,A-328bd0,2023-10-19,,2023-10,NaT,791,26,342.0,4104.0,8892.0,0.0,False,,NaT,Basic,11_to_25,18,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2e8409,A-029f69,2024-12-14,2024-12-14,2024-12,2024-12,0,0,490.0,5880.0,0.0,490.0,True,2024-12-14,2024-12,Pro,01_to_10,10,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2e84f2,A-ee42db,2024-08-10,2024-11-12,2024-08,2024-11,94,3,2587.0,31044.0,7761.0,2587.0,True,2024-11-12,2024-11,Enterprise,11_to_25,13,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2e965d,A-00cac8,2023-09-16,,2023-09,NaT,824,27,392.0,4704.0,10584.0,0.0,False,,NaT,Pro,01_to_10,8,unchanged,active,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2eb247,A-8145a0,2024-02-01,2024-06-09,2024-02,2024-06,129,4,4975.0,59700.0,19900.0,4975.0,True,2023-07-12,2023-07,Enterprise,11_to_25,25,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2ebd06,A-32728c,2023-04-04,2024-07-19,2023-04,2024-07,472,15,980.0,11760.0,14700.0,980.0,True,2024-07-19,2024-07,Pro,11_to_25,20,unchanged,churned,True,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2ec763,A-068fc6,2024-12-03,,2024-12,NaT,380,12,1715.0,20580.0,20580.0,0.0,False,,NaT,Pro,26_to_50,35,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2ecaea,A-756192,2024-06-28,,2024-06,NaT,538,18,4975.0,59700.0,89550.0,0.0,False,,NaT,Enterprise,11_to_25,25,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2ee2e1,A-692f18,2024-06-12,2024-12-23,2024-06,2024-12,194,6,2450.0,29400.0,14700.0,2450.0,True,2024-12-23,2024-12,Pro,26_to_50,50,expansion,churned,False,True,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2ee7ec,A-c16101,2024-10-24,2024-12-19,2024-10,2024-12,56,2,228.0,2736.0,456.0,228.0,True,2024-12-19,2024-12,Basic,11_to_25,12,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2ee940,A-8bde0c,2024-12-12,2024-12-30,2024-12,2024-12,18,0,2388.0,28656.0,0.0,2388.0,True,2024-12-30,2024-12,Enterprise,11_to_25,12,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2f0291,A-ba6516,2024-11-24,,2024-11,NaT,389,13,5373.0,64476.0,69849.0,5373.0,True,2024-03-17,2024-03,Enterprise,26_to_50,27,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2f07f6,A-9208f0,2024-03-20,2024-11-09,2024-03,2024-11,234,8,0.0,0.0,0.0,0.0,True,2024-11-09,2024-11,Pro,26_to_50,49,unchanged,churned,False,False,False,True,"[""end_date_derived""]",1
S-2f0815,A-22d9d2,2024-10-14,2024-10-17,2024-10,2024-10,3,0,392.0,4704.0,0.0,392.0,True,2024-10-17,2024-10,Pro,01_to_10,8,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2f11bb,A-82d8a6,2024-12-29,2024-12-29,2024-12,2024-12,0,0,245.0,2940.0,0.0,245.0,True,2024-12-29,2024-12,Pro,01_to_10,5,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2f138c,A-ce66f8,2024-07-27,,2024-07,NaT,509,17,1421.0,17052.0,24157.0,0.0,False,,NaT,Pro,26_to_50,29,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2f2ba3,A-50f3f7,2024-12-11,,2024-12,NaT,372,12,6169.0,74028.0,74028.0,0.0,False,,NaT,Enterprise,26_to_50,31,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2f7250,A-3ce5b8,2024-03-05,2024-09-18,2024-03,2024-09,197,6,1764.0,21168.0,10584.0,1764.0,True,2024-09-18,2024-09,Pro,26_to_50,36,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2f729b,A-3be56b,2024-02-01,2024-03-05,2024-02,2024-03,33,1,1715.0,20580.0,1715.0,1715.0,True,2024-06-20,2024-06,Pro,26_to_50,35,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2f8d64,A-ab438f,2024-11-28,2024-12-02,2024-11,2024-12,4,1,2587.0,31044.0,2587.0,2587.0,True,2024-12-02,2024-12,Enterprise,11_to_25,13,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2f8dbb,A-13466a,2023-11-18,2024-06-23,2023-11,2024-06,218,7,38.0,456.0,266.0,38.0,True,2024-04-18,2024-04,Basic,01_to_10,2,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2f998d,A-d82ef9,2024-11-14,,2024-11,NaT,399,13,494.0,5928.0,6422.0,494.0,True,2024-08-06,2024-08,Basic,26_to_50,26,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2f9bef,A-cc1d8d,2024-12-08,2024-12-19,2024-12,2024-12,11,0,995.0,11940.0,0.0,995.0,True,2024-12-19,2024-12,Enterprise,01_to_10,5,unchanged,churned,True,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2fc028,A-3b37d9,2023-11-13,2024-11-27,2023-11,2024-11,380,12,4577.0,54924.0,54924.0,4577.0,True,2024-10-13,2024-10,Enterprise,11_to_25,23,expansion,churned,False,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2fc8fa,A-65a46c,2024-08-10,,2024-08,NaT,495,16,637.0,7644.0,10192.0,0.0,False,,NaT,Pro,11_to_25,13,expansion,active,False,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2fcf09,A-d792a6,2024-09-27,2024-10-27,2024-09,2024-10,30,1,0.0,0.0,0.0,0.0,True,2024-08-13,2024-08,Enterprise,50+,58,unchanged,churned,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-2fd379,A-f19409,2024-06-12,2024-07-12,2024-06,2024-07,30,1,0.0,0.0,0.0,0.0,True,2023-05-25,2023-05,Basic,26_to_50,28,expansion,churned,False,True,False,True,"[""trial_capped_at_30_days""]",1
S-2fd486,A-18793f,2024-12-29,2024-12-30,2024-12,2024-12,1,0,7252.0,87024.0,0.0,7252.0,True,2024-12-30,2024-12,Pro,50+,148,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2fd650,A-019782,2024-12-04,2025-01-03,2024-12,2025-01,30,1,0.0,0.0,0.0,0.0,False,,NaT,Enterprise,11_to_25,15,unchanged,trial,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-2fe253,A-1f0636,2024-02-28,2024-10-30,2024-02,2024-10,245,8,0.0,0.0,0.0,0.0,True,,NaT,Pro,50+,105,unchanged,churned,False,False,False,False,,0
S-2fe6c0,A-ac9111,2024-12-21,,2024-12,NaT,362,12,399.0,4788.0,4788.0,399.0,True,2024-06-25,2024-06,Basic,11_to_25,21,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2fed82,A-5b4ebb,2024-07-11,,2024-07,NaT,525,17,399.0,4788.0,6783.0,0.0,False,,NaT,Basic,11_to_25,21,unchanged,active,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2ff0ab,A-712f1c,2024-05-11,2024-10-24,2024-05,2024-10,166,5,323.0,3876.0,1615.0,323.0,True,2024-10-24,2024-10,Basic,11_to_25,17,expansion,churned,False,True,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-2ff628,A-118d55,2024-12-27,2024-12-27,2024-12,2024-12,0,0,152.0,1824.0,0.0,152.0,True,2024-12-27,2024-12,Basic,01_to_10,8,expansion,churned,False,True,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-30008c,A-cc98bc,2024-05-26,,2024-05,NaT,571,19,2646.0,31752.0,50274.0,0.0,False,,NaT,Pro,50+,54,expansion,active,False,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-3012fa,A-902ef7,2024-09-05,2024-09-26,2024-09,2024-09,21,0,4067.0,48804.0,0.0,4067.0,True,2024-09-26,2024-09,Pro,50+,83,unchanged,churned,True,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-301b73,A-cab532,2024-11-22,,2024-11,NaT,391,13,912.0,10944.0,11856.0,912.0,True,2024-07-10,2024-07,Basic,26_to_50,48,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-302119,A-e1462e,2023-04-03,2024-12-05,2023-04,2024-12,612,20,2985.0,35820.0,59700.0,2985.0,True,2024-12-05,2024-12,Enterprise,11_to_25,15,contraction,churned,True,False,True,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-302856,A-e1b9cd,2023-05-24,2024-08-25,2023-05,2024-08,459,15,760.0,9120.0,11400.0,760.0,True,2024-10-01,2024-10,Basic,26_to_50,40,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-302add,A-712f1c,2024-10-05,2024-10-24,2024-10,2024-10,19,0,833.0,9996.0,0.0,833.0,True,2024-10-24,2024-10,Pro,11_to_25,17,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-3037ab,A-b9eed8,2024-08-27,,2024-08,NaT,478,16,323.0,3876.0,5168.0,323.0,True,2024-04-23,2024-04,Basic,11_to_25,17,contraction,churned,False,False,True,True,"[""mrr_arr_imputed_from_lookup""]",1
S-303f63,A-ba6516,2024-04-03,,2024-04,NaT,624,20,513.0,6156.0,10260.0,513.0,True,2024-03-17,2024-03,Basic,26_to_50,27,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-304196,A-bcf664,2024-09-02,2024-10-04,2024-09,2024-10,32,1,114.0,1368.0,114.0,114.0,True,2024-10-04,2024-10,Basic,01_to_10,6,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-304f59,A-625d0b,2024-10-15,2024-11-14,2024-10,2024-11,30,1,0.0,0.0,0.0,0.0,False,,NaT,Basic,11_to_25,25,unchanged,trial,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-305a67,A-6da850,2024-04-12,2024-10-25,2024-04,2024-10,196,6,228.0,2736.0,1368.0,228.0,True,2024-10-25,2024-10,Basic,11_to_25,12,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-306a99,A-3a5ad8,2024-03-31,2024-04-30,2024-03,2024-04,30,1,0.0,0.0,0.0,0.0,False,,NaT,Basic,01_to_10,9,unchanged,trial,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-307a21,A-940b8b,2024-05-02,,2024-05,NaT,595,19,1064.0,12768.0,20216.0,0.0,False,,NaT,Basic,50+,56,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-307b2b,A-4e44e8,2024-09-21,2024-10-26,2024-09,2024-10,35,1,392.0,4704.0,392.0,392.0,True,2024-10-11,2024-10,Pro,01_to_10,8,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-307e49,A-4c38bc,2024-06-01,,2024-06,NaT,565,18,1764.0,21168.0,31752.0,0.0,False,,NaT,Pro,26_to_50,36,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-3092cb,A-6a4e2d,2023-08-03,2024-07-19,2023-08,2024-07,351,11,4378.0,52536.0,48158.0,4378.0,True,2024-07-19,2024-07,Enterprise,11_to_25,22,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-30a9dd,A-417d2f,2024-10-30,2024-12-30,2024-10,2024-12,61,2,0.0,0.0,0.0,0.0,True,2024-12-30,2024-12,Basic,01_to_10,8,unchanged,churned,False,False,False,True,"[""end_date_derived""]",1
S-30bb47,A-c16cf7,2024-11-13,2024-12-07,2024-11,2024-12,24,1,2587.0,31044.0,2587.0,2587.0,True,2024-12-07,2024-12,Enterprise,11_to_25,13,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-30c045,A-eb7fac,2024-05-24,2024-07-22,2024-05,2024-07,59,2,4508.0,54096.0,9016.0,4508.0,True,2024-07-22,2024-07,Pro,50+,92,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-30e0c1,A-977ca0,2024-08-02,,2024-08,NaT,503,16,1715.0,20580.0,27440.0,0.0,False,,NaT,Pro,26_to_50,35,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-30fa6f,A-e1b9cd,2023-03-21,2024-12-04,2023-03,2024-12,624,21,1960.0,23520.0,41160.0,1960.0,True,2024-10-01,2024-10,Pro,26_to_50,40,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-31090f,A-328bd0,2024-08-20,,2024-08,NaT,485,16,342.0,4104.0,5472.0,0.0,False,,NaT,Basic,11_to_25,18,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-310ae0,A-58b9ff,2024-09-13,2024-10-01,2024-09,2024-10,18,1,398.0,4776.0,398.0,398.0,True,2024-10-10,2024-10,Enterprise,01_to_10,2,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-3110d9,A-692f18,2024-08-20,2024-12-23,2024-08,2024-12,125,4,3383.0,40596.0,13532.0,3383.0,True,2024-12-23,2024-12,Enterprise,11_to_25,17,contraction,churned,False,False,True,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-3112d0,A-68f37c,2024-04-11,2024-12-18,2024-04,2024-12,251,8,1786.0,21432.0,14288.0,1786.0,True,2024-12-18,2024-12,Basic,50+,94,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-31178d,A-b7ef83,2024-06-29,2024-07-24,2024-06,2024-07,25,1,1274.0,15288.0,1274.0,1274.0,True,2024-07-24,2024-07,Pro,26_to_50,26,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-3128b4,A-30b4ca,2024-05-27,2024-09-01,2024-05,2024-09,97,4,17114.0,205368.0,68456.0,17114.0,True,2024-09-01,2024-09,Enterprise,50+,86,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-31428b,A-86cdb4,2024-12-14,,2024-12,NaT,369,12,988.0,11856.0,11856.0,0.0,False,,NaT,Basic,50+,52,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-317bed,A-53f4e3,2024-10-16,2024-12-06,2024-10,2024-12,51,2,342.0,4104.0,684.0,342.0,True,2024-12-06,2024-12,Basic,11_to_25,18,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-3196e2,A-ee42db,2024-01-15,2024-11-12,2024-01,2024-11,302,10,0.0,0.0,0.0,0.0,True,2024-11-12,2024-11,Basic,11_to_25,13,unchanged,churned,False,False,False,True,"[""end_date_derived""]",1
S-3199cf,A-068fc6,2024-07-20,,2024-07,NaT,516,17,1715.0,20580.0,29155.0,0.0,False,,NaT,Pro,26_to_50,35,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-31ac79,A-f19b24,2024-12-01,,2024-12,NaT,382,12,551.0,6612.0,6612.0,0.0,False,,NaT,Basic,26_to_50,29,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-31afc4,A-d40bf7,2024-12-09,,2024-12,NaT,374,12,2891.0,34692.0,34692.0,0.0,False,,NaT,Pro,50+,59,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-31be9c,A-5f2961,2024-12-02,,2024-12,NaT,381,12,1045.0,12540.0,12540.0,1045.0,True,2024-11-28,2024-11,Basic,50+,55,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-31cec4,A-34ea2f,2024-10-28,,2024-10,NaT,416,14,152.0,1824.0,2128.0,152.0,True,2024-10-19,2024-10,Basic,01_to_10,8,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-31d765,A-7dacce,2024-12-04,2024-12-27,2024-12,2024-12,23,0,0.0,0.0,0.0,0.0,True,2024-12-27,2024-12,Pro,11_to_25,12,expansion,churned,False,True,False,True,"[""end_date_derived""]",1
S-31d8aa,A-96bbc6,2024-05-28,2024-12-21,2024-05,2024-12,207,7,1911.0,22932.0,13377.0,1911.0,True,2024-12-21,2024-12,Pro,26_to_50,39,expansion,churned,False,True,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-31d9ee,A-39868b,2024-06-02,,2024-06,NaT,564,18,171.0,2052.0,3078.0,171.0,True,2024-05-24,2024-05,Basic,01_to_10,9,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-31e347,A-cb6cc6,2023-08-15,,2023-08,NaT,856,28,266.0,3192.0,7448.0,0.0,False,,NaT,Basic,11_to_25,14,expansion,active,False,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-321498,A-3a7284,2024-12-25,2024-12-31,2024-12,2024-12,6,0,0.0,0.0,0.0,0.0,True,2024-12-26,2024-12,Pro,26_to_50,31,unchanged,churned,False,False,False,False,,0
S-3223a2,A-13466a,2024-09-20,,2024-09,NaT,454,15,171.0,2052.0,2565.0,171.0,True,2024-04-18,2024-04,Basic,01_to_10,9,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-322a59,A-a8b49c,2024-02-17,2024-06-17,2024-02,2024-06,121,4,1274.0,15288.0,5096.0,1274.0,True,2024-06-17,2024-06,Pro,26_to_50,26,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-3236ee,A-0b0d6d,2024-12-31,2024-12-31,2024-12,2024-12,0,0,247.0,2964.0,0.0,247.0,True,2024-12-31,2024-12,Basic,11_to_25,13,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-323782,A-7920cc,2024-02-22,,2024-02,NaT,665,22,741.0,8892.0,16302.0,0.0,False,,NaT,Basic,26_to_50,39,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-323f3e,A-b48f73,2024-12-27,,2024-12,NaT,356,12,3920.0,47040.0,47040.0,0.0,False,,NaT,Pro,50+,80,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-32545c,A-7dacce,2024-11-13,2024-12-27,2024-11,2024-12,44,1,2985.0,35820.0,2985.0,2985.0,True,2024-12-27,2024-12,Enterprise,11_to_25,15,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-326577,A-fda07f,2024-09-22,,2024-09,NaT,452,15,133.0,1596.0,1995.0,133.0,True,2024-09-13,2024-09,Basic,01_to_10,7,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-326691,A-e40f45,2024-11-24,2024-12-22,2024-11,2024-12,28,1,399.0,4788.0,399.0,399.0,True,2024-11-09,2024-11,Basic,11_to_25,21,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-3279f1,A-c4ea60,2024-11-09,,2024-11,NaT,404,13,3582.0,42984.0,46566.0,0.0,False,,NaT,Enterprise,11_to_25,18,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-327a60,A-1f0ac7,2024-05-03,2024-11-08,2024-05,2024-11,189,6,893.0,10716.0,5358.0,893.0,True,2024-11-08,2024-11,Basic,26_to_50,47,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-327e7c,A-4e960a,2024-02-07,2024-03-08,2024-02,2024-03,30,1,0.0,0.0,0.0,0.0,False,,NaT,Enterprise,11_to_25,17,unchanged,trial,True,False,False,True,"[""trial_capped_at_30_days""]",1
S-328ac2,A-417d2f,2024-10-14,2024-12-30,2024-10,2024-12,77,2,196.0,2352.0,392.0,196.0,True,2024-12-30,2024-12,Pro,01_to_10,4,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-329803,A-1f0ac7,2024-04-29,2024-11-08,2024-04,2024-11,193,7,646.0,7752.0,4522.0,646.0,True,2024-11-08,2024-11,Basic,26_to_50,34,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-329a60,A-c16cf7,2024-10-24,2024-12-07,2024-10,2024-12,44,2,1596.0,19152.0,3192.0,1596.0,True,2024-12-07,2024-12,Basic,50+,84,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-329db8,A-8b25f2,2024-05-22,,2024-05,NaT,575,19,588.0,7056.0,11172.0,0.0,False,,NaT,Pro,11_to_25,12,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
