subscription_id,account_id,feature_name,usage_month,usage_count,usage_duration_secs,first_use_date,last_use_date,error_count,is_beta_feature,duration_per_use,account_feature_rank
S-12125f,A-e5d6ab,feature_27,2024-10,8,1648,2024-10-22,2024-10-22,0,False,206.0,3.0
S-12125f,A-e5d6ab,feature_34,2023-05,6,3144,2023-05-31,2023-05-31,2,False,524.0,1.0
S-12125f,A-e5d6ab,feature_37,2024-07,10,2090,2024-07-31,2024-07-31,1,False,209.0,1.0
S-12125f,A-e5d6ab,feature_4,2023-03,8,4504,2023-03-30,2023-03-30,0,False,563.0,2.0
S-1218fd,A-2d4502,feature_17,2023-09,9,3420,2023-09-10,2023-09-10,0,True,380.0,2.0
S-1218fd,A-2d4502,feature_25,2024-08,12,2952,2024-08-07,2024-08-07,0,False,246.0,1.0
S-1218fd,A-2d4502,feature_26,2023-07,11,2992,2023-07-22,2023-07-22,0,False,272.0,4.0
S-1218fd,A-2d4502,feature_35,2024-09,5,1255,2024-09-17,2024-09-17,0,False,251.0,2.0
S-1218fd,A-2d4502,feature_7,2024-03,17,2040,2024-03-06,2024-03-06,0,False,120.0,1.0
S-1218fd,A-2d4502,feature_9,2024-06,7,2163,2024-06-14,2024-06-14,0,False,309.0,1.0
S-121b4d,A-8ae3fc,feature_11,2023-08,10,3130,2023-08-06,2023-08-06,0,False,313.0,3.0
S-121b4d,A-8ae3fc,feature_22,2024-04,8,2648,2024-04-03,2024-04-03,2,False,331.0,2.0
S-121b4d,A-8ae3fc,feature_28,2024-08,21,1512,2024-08-20,2024-08-20,0,False,72.0,1.0
S-1224ea,A-474ad4,feature_24,2024-08,16,3360,2024-08-24,2024-08-24,0,False,210.0,1.0
S-1224ea,A-474ad4,feature_36,2024-07,16,6928,2024-07-26,2024-07-26,1,False,433.0,1.0
S-124207,A-fdfc91,feature_11,2024-11,10,1780,2024-11-19,2024-11-19,0,False,178.0,1.0
S-124207,A-fdfc91,feature_32,2023-11,7,483,2023-11-30,2023-11-30,0,False,69.0,1.0
S-124207,A-fdfc91,feature_37,2024-04,13,4082,2024-04-24,2024-04-24,0,False,314.0,1.0
S-124207,A-fdfc91,feature_6,2024-09,8,120,2024-09-18,2024-09-18,0,False,15.0,2.0
S-124336,A-9f0b68,feature_18,2023-07,6,2772,2023-07-30,2023-07-30,0,False,462.0,2.0
S-124336,A-9f0b68,feature_21,2023-08,13,2301,2023-08-08,2023-08-08,0,False,177.0,1.0
S-124336,A-9f0b68,feature_27,2024-04,7,1603,2024-04-23,2024-04-23,2,False,229.0,1.0
S-124336,A-9f0b68,feature_29,2023-12,14,3948,2023-12-28,2023-12-28,0,False,282.0,2.0
S-124336,A-9f0b68,feature_9,2023-11,8,3976,2023-11-23,2023-11-23,0,False,497.0,3.0
S-125201,A-7f8241,feature_1,2024-10,10,5380,2024-10-02,2024-10-02,0,False,538.0,4.0
S-125201,A-7f8241,feature_10,2024-10,14,5586,2024-10-26,2024-10-26,0,False,399.0,1.0
S-125201,A-7f8241,feature_31,2023-03,8,3272,2023-03-07,2023-03-07,0,False,409.0,3.0
S-125201,A-7f8241,feature_31,2024-10,11,3839,2024-10-11,2024-10-11,0,False,349.0,3.0
S-125201,A-7f8241,feature_33,2024-11,6,641,2024-11-30,2024-11-30,0,False,106.83333333333333,3.0
S-1261fb,A-fd7ad3,feature_16,2023-02,20,7840,2023-02-23,2023-02-23,0,False,392.0,1.0
S-1261fb,A-fd7ad3,feature_17,2023-07,6,702,2023-07-06,2023-07-06,0,False,117.0,4.0
S-1261fb,A-fd7ad3,feature_21,2024-05,12,1524,2024-05-09,2024-05-09,0,False,127.0,3.0
S-1261fb,A-fd7ad3,feature_24,2023-07,17,3604,2023-07-26,2023-07-26,0,False,212.0,1.0
S-1261fb,A-fd7ad3,feature_3,2023-10,10,1010,2023-10-11,2023-10-11,0,False,101.0,1.0
S-1261fb,A-fd7ad3,feature_32,2023-08,13,3796,2023-08-09,2023-08-09,0,True,292.0,1.0
S-1261fb,A-fd7ad3,feature_32,2024-08,16,336,2024-08-05,2024-08-05,0,False,21.0,1.0
S-1261fb,A-fd7ad3,feature_6,2023-04,10,4090,2023-04-09,2023-04-09,2,False,409.0,2.0
S-126e7e,A-0f7d77,feature_18,2023-12,14,4382,2023-12-02,2023-12-02,0,False,313.0,1.0
S-126e7e,A-0f7d77,feature_19,2024-10,6,546,2024-10-07,2024-10-07,4,False,91.0,1.0
S-126e7e,A-0f7d77,feature_21,2024-07,9,639,2024-07-19,2024-07-19,0,False,71.0,2.0
S-126e7e,A-0f7d77,feature_23,2024-11,7,1491,2024-11-17,2024-11-17,0,True,213.0,2.0
S-126e7e,A-0f7d77,feature_30,2023-11,14,126,2023-11-07,2023-11-07,0,False,9.0,1.0
S-127844,A-f446b6,feature_11,2024-06,6,2820,2024-06-20,2024-06-20,1,False,470.0,2.0
S-127844,A-f446b6,feature_27,2024-11,9,1791,2024-11-21,2024-11-21,1,False,199.0,1.0
S-127844,A-f446b6,feature_40,2024-07,9,3735,2024-07-26,2024-07-26,0,False,415.0,2.0
S-127844,A-f446b6,feature_5,2024-06,10,5090,2024-06-18,2024-06-18,0,False,509.0,1.0
S-127d0b,A-1e50e0,feature_19,2024-06,7,133,2024-06-20,2024-06-20,4,True,19.0,2.0
S-127d0b,A-1e50e0,feature_26,2023-11,8,1080,2023-11-18,2023-11-18,0,False,135.0,1.0
S-127d0b,A-1e50e0,feature_36,2023-02,11,3564,2023-02-23,2023-02-23,0,False,324.0,2.0
S-128f55,A-751c58,feature_12,2023-01,6,930,2023-01-05,2023-01-05,0,False,155.0,3.0
S-128f55,A-751c58,feature_16,2024-05,9,4437,2024-05-17,2024-05-17,0,False,493.0,3.0
S-128f55,A-751c58,feature_18,2024-02,13,1599,2024-02-05,2024-02-05,0,False,123.0,1.0
S-128f55,A-751c58,feature_19,2023-02,12,1308,2023-02-02,2023-02-02,0,False,109.0,2.0
S-128f55,A-751c58,feature_22,2024-05,14,3220,2024-05-15,2024-05-15,0,False,230.0,1.0
S-128f55,A-751c58,feature_31,2024-06,10,5040,2024-06-12,2024-06-12,0,False,504.0,3.0
S-128f55,A-751c58,feature_6,2024-01,7,973,2024-01-17,2024-01-17,0,False,139.0,1.0
S-128f55,A-751c58,feature_8,2023-03,4,348,2023-03-24,2023-03-24,0,True,87.0,3.0
S-12902a,A-3932db,feature_1,2024-11,8,592,2024-11-28,2024-11-28,0,False,74.0,3.0
S-12902a,A-3932db,feature_16,2024-07,11,3872,2024-07-23,2024-07-23,0,False,352.0,3.0
S-12902a,A-3932db,feature_31,2023-08,8,4440,2023-08-11,2023-08-11,0,False,555.0,2.0
S-12902a,A-3932db,feature_31,2023-12,16,592,2023-12-05,2023-12-05,0,False,37.0,1.0
S-12902a,A-3932db,feature_35,2024-01,10,2410,2024-01-12,2024-01-12,2,False,241.0,2.0
S-1299be,A-f45426,feature_16,2024-06,10,4260,2024-06-11,2024-06-11,0,False,426.0,1.0
S-1299be,A-f45426,feature_17,2023-07,26,3900,2023-07-25,2023-07-25,0,True,150.0,1.0
S-1299be,A-f45426,feature_22,2023-08,10,280,2023-08-04,2023-08-04,2,False,28.0,1.0
S-1299be,A-f45426,feature_4,2023-04,10,2680,2023-04-08,2023-04-08,2,False,268.0,1.0
S-1299be,A-f45426,feature_8,2024-05,18,7416,2024-05-28,2024-05-28,0,False,412.0,1.0
S-129a62,A-8bde0c,feature_26,2024-10,5,1090,2024-10-06,2024-10-06,0,False,218.0,3.0
S-129a62,A-8bde0c,feature_35,2023-03,14,3752,2023-03-14,2023-03-14,0,False,268.0,1.0
S-129a62,A-8bde0c,feature_9,2024-05,5,600,2024-05-14,2024-05-14,2,False,120.0,3.0
S-129cf4,A-82d8a6,feature_13,2023-01,10,930,2023-01-26,2023-01-26,2,False,93.0,2.0
S-129cf4,A-82d8a6,feature_22,2024-10,12,2268,2024-10-09,2024-10-09,0,False,189.0,2.0
S-129cf4,A-82d8a6,feature_26,2023-10,5,590,2023-10-15,2023-10-15,0,False,118.0,4.0
S-129cf4,A-82d8a6,feature_39,2024-07,10,4270,2024-07-15,2024-07-15,0,False,427.0,2.0
S-129cf4,A-82d8a6,feature_6,2024-03,16,5728,2024-03-18,2024-03-18,0,True,358.0,4.0
S-12a13c,A-40a557,feature_17,2024-06,14,4018,2024-06-19,2024-06-19,0,False,287.0,2.0
S-12a13c,A-40a557,feature_25,2024-08,8,2928,2024-08-20,2024-08-20,2,False,366.0,3.0
S-12a13c,A-40a557,feature_31,2023-09,12,1776,2023-09-04,2023-09-04,2,False,148.0,1.0
S-12a13c,A-40a557,feature_37,2023-12,12,2124,2023-12-19,2023-12-19,0,False,177.0,2.0
S-12bfc8,A-31ab9a,feature_16,2023-02,11,5566,2023-02-18,2023-02-18,0,True,506.0,1.0
S-12bfc8,A-31ab9a,feature_17,2023-10,10,4810,2023-10-12,2023-10-12,0,False,481.0,2.0
S-12bfc8,A-31ab9a,feature_28,2023-11,9,4788,2023-11-05,2023-11-05,0,False,532.0,3.0
S-12bfc8,A-31ab9a,feature_35,2023-11,10,4990,2023-11-06,2023-11-06,0,False,499.0,2.0
S-12bfc8,A-31ab9a,feature_4,2024-07,20,10520,2024-07-15,2024-07-15,0,False,526.0,1.0
S-12c163,A-bb3bd4,feature_25,2024-08,18,3960,2024-08-07,2024-08-07,0,False,220.0,1.0
S-12c163,A-bb3bd4,feature_26,2024-09,14,2940,2024-09-11,2024-09-11,2,False,210.0,1.0
S-12c163,A-bb3bd4,feature_9,2024-07,15,1035,2024-07-22,2024-07-22,1,False,69.0,1.0
S-12ca50,A-425e76,feature_18,2023-04,10,2210,2023-04-29,2023-04-29,0,False,221.0,2.0
S-12ca50,A-425e76,feature_30,2023-09,12,3264,2023-09-23,2023-09-23,2,False,272.0,1.0
S-12ca50,A-425e76,feature_34,2023-04,18,2970,2023-04-30,2023-04-30,0,False,165.0,1.0
S-12e3ff,A-e43bf7,feature_11,2023-11,8,1856,2023-11-16,2023-11-16,0,False,232.0,3.0
S-12e3ff,A-e43bf7,feature_18,2023-11,14,3304,2023-11-03,2023-11-03,0,False,236.0,1.0
S-12e3ff,A-e43bf7,feature_24,2023-05,9,4563,2023-05-05,2023-05-05,1,False,507.0,2.0
S-12e3ff,A-e43bf7,feature_32,2023-04,11,4136,2023-04-07,2023-04-07,3,False,376.0,1.0
S-12ed58,A-1f0ac7,feature_1,2024-07,3,837,2024-07-04,2024-07-04,0,False,279.0,3.0
S-12ed58,A-1f0ac7,feature_25,2023-12,9,4896,2023-12-05,2023-12-05,1,False,544.0,2.0
S-12ed58,A-1f0ac7,feature_40,2024-09,4,2332,2024-09-26,2024-09-26,1,False,583.0,4.0
S-12f05a,A-b9f5b1,feature_16,2023-06,11,3553,2023-06-01,2023-06-01,0,False,323.0,1.0
S-12f05a,A-b9f5b1,feature_19,2023-01,14,4830,2023-01-14,2023-01-14,2,False,345.0,1.0
S-12f05a,A-b9f5b1,feature_29,2024-08,8,408,2024-08-29,2024-08-29,0,False,51.0,1.0
S-12f05a,A-b9f5b1,feature_30,2023-10,6,600,2023-10-13,2023-10-13,0,False,100.0,2.0
S-12f05a,A-b9f5b1,feature_38,2023-07,6,2766,2023-07-21,2023-07-21,1,False,461.0,1.0
S-12f05a,A-b9f5b1,feature_40,2023-04,5,1145,2023-04-03,2023-04-03,0,False,229.0,3.0
S-131064,A-9f0b68,feature_10,2023-05,8,3528,2023-05-06,2023-05-06,0,False,441.0,2.0
S-131064,A-9f0b68,feature_14,2023-12,7,1750,2023-12-06,2023-12-06,0,False,250.0,4.0
S-131064,A-9f0b68,feature_19,2024-05,7,420,2024-05-25,2024-05-25,0,False,60.0,3.0
S-131064,A-9f0b68,feature_26,2023-12,10,3440,2023-12-03,2023-12-03,0,False,344.0,3.0
S-131064,A-9f0b68,feature_32,2024-01,10,1270,2024-01-05,2024-01-05,0,False,127.0,3.0
S-131064,A-9f0b68,feature_35,2023-12,30,5610,2023-12-04,2023-12-04,0,True,187.0,1.0
S-131064,A-9f0b68,feature_4,2024-08,24,120,2024-08-05,2024-08-05,0,False,5.0,1.0
S-131064,A-9f0b68,feature_6,2023-11,10,5930,2023-11-30,2023-11-30,2,False,593.0,2.0
S-1319ac,A-e3bd71,feature_14,2024-07,10,3170,2024-07-08,2024-07-08,0,False,317.0,1.0
S-1319ac,A-e3bd71,feature_27,2023-01,6,258,2023-01-24,2023-01-24,2,False,43.0,4.0
S-1319ac,A-e3bd71,feature_28,2023-06,10,2150,2023-06-09,2023-06-09,0,False,215.0,3.0
S-1319ac,A-e3bd71,feature_37,2023-12,6,2202,2023-12-13,2023-12-13,0,False,367.0,2.0
S-1319ac,A-e3bd71,feature_8,2024-05,13,6968,2024-05-06,2024-05-06,2,False,536.0,1.0
S-1319ac,A-e3bd71,feature_9,2023-05,8,4328,2023-05-29,2023-05-29,1,False,541.0,4.0
S-132103,A-a2485e,feature_11,2023-07,13,7618,2023-07-30,2023-07-30,0,False,586.0,1.0
S-132103,A-a2485e,feature_18,2023-07,10,4100,2023-07-08,2023-07-08,1,True,410.0,2.0
S-132103,A-a2485e,feature_20,2024-01,15,1005,2024-01-19,2024-01-19,0,False,67.0,1.0
S-132103,A-a2485e,feature_27,2023-02,10,4870,2023-02-26,2023-02-26,0,False,487.0,1.0
S-132103,A-a2485e,feature_4,2023-10,13,455,2023-10-10,2023-10-10,0,False,35.0,1.0
S-132103,A-a2485e,feature_9,2023-04,17,3145,2023-04-07,2023-04-07,0,False,185.0,1.0
S-134439,A-cbd1a3,feature_36,2023-10,8,3304,2023-10-13,2023-10-13,2,False,413.0,1.0
S-134439,A-cbd1a3,feature_4,2024-05,13,793,2024-05-18,2024-05-18,0,False,61.0,2.0
S-134439,A-cbd1a3,feature_8,2023-12,24,120,2023-12-15,2023-12-15,4,False,5.0,1.0
S-134753,A-e83938,feature_15,2023-11,12,588,2023-11-29,2023-11-29,0,False,49.0,1.0
S-134753,A-e83938,feature_17,2024-02,6,240,2024-02-04,2024-02-04,1,False,40.0,3.0
S-134753,A-e83938,feature_31,2023-06,9,2331,2023-06-09,2023-06-09,0,True,259.0,1.0
S-134753,A-e83938,feature_33,2023-02,11,3564,2023-02-17,2023-02-17,2,False,324.0,1.0
S-134753,A-e83938,feature_7,2023-01,7,1995,2023-01-05,2023-01-05,0,False,285.0,1.0
S-1351ac,A-0cc442,feature_10,2023-01,14,2982,2023-01-13,2023-01-13,3,False,213.0,1.0
S-1351ac,A-0cc442,feature_19,2024-03,12,3984,2024-03-23,2024-03-23,3,False,332.0,1.0
S-1351ac,A-0cc442,feature_26,2024-05,16,6976,2024-05-05,2024-05-05,0,False,436.0,3.0
S-1351ac,A-0cc442,feature_31,2023-02,12,7104,2023-02-28,2023-02-28,0,False,592.0,2.0
S-1351ac,A-0cc442,feature_4,2024-01,10,4540,2024-01-18,2024-01-18,2,False,454.0,1.0
S-138c41,A-00cac8,feature_15,2023-11,14,4914,2023-11-22,2023-11-22,0,False,351.0,2.0
S-138c41,A-00cac8,feature_2,2024-12,15,4680,2024-12-12,2024-12-12,1,True,312.0,1.0
S-138c41,A-00cac8,feature_21,2023-01,11,4378,2023-01-29,2023-01-29,0,True,398.0,3.0
S-138c41,A-00cac8,feature_27,2024-01,10,3220,2024-01-11,2024-01-11,0,False,322.0,2.0
S-138c41,A-00cac8,feature_34,2024-04,13,3679,2024-04-29,2024-04-29,3,False,283.0,1.0
S-138c41,A-00cac8,feature_5,2024-03,17,1955,2024-03-10,2024-03-10,0,False,115.0,1.0
S-138c41,A-00cac8,feature_9,2023-11,9,3510,2023-11-11,2023-11-11,0,False,390.0,5.0
S-13939b,A-86902e,feature_13,2024-11,7,238,2024-11-03,2024-11-03,1,False,34.0,2.0
S-13939b,A-86902e,feature_17,2024-02,8,1592,2024-02-26,2024-02-26,1,False,199.0,3.0
S-13939b,A-86902e,feature_19,2023-05,12,4104,2023-05-15,2023-05-15,0,False,342.0,1.0
S-13939b,A-86902e,feature_2,2023-09,10,4780,2023-09-26,2023-09-26,0,False,478.0,4.0
S-13939b,A-86902e,feature_20,2023-05,10,5510,2023-05-27,2023-05-27,2,False,551.0,2.0
S-13939b,A-86902e,feature_24,2023-03,11,4653,2023-03-05,2023-03-05,1,False,423.0,2.0
S-13939b,A-86902e,feature_27,2024-09,9,2241,2024-09-29,2024-09-29,2,False,249.0,3.0
S-13939b,A-86902e,feature_30,2024-10,6,3024,2024-10-16,2024-10-16,0,False,504.0,5.0
S-13939b,A-86902e,feature_30,2024-12,6,930,2024-12-12,2024-12-12,0,False,155.0,3.0
S-13939b,A-86902e,feature_31,2024-02,12,672,2024-02-24,2024-02-24,0,False,56.0,1.0
S-13a013,A-8bde0c,feature_10,2024-02,13,7098,2024-02-16,2024-02-16,0,True,546.0,3.0
S-13a013,A-8bde0c,feature_12,2024-07,10,3050,2024-07-01,2024-07-01,4,True,305.0,1.0
S-13a013,A-8bde0c,feature_14,2023-01,6,2682,2023-01-18,2023-01-18,0,False,447.0,3.0
S-13a013,A-8bde0c,feature_15,2024-06,5,2405,2024-06-16,2024-06-16,4,False,481.0,3.0
S-13a013,A-8bde0c,feature_17,2024-07,2,96,2024-07-11,2024-07-11,1,False,48.0,2.0
S-13a013,A-8bde0c,feature_32,2024-05,9,1044,2024-05-25,2024-05-25,0,True,116.0,2.0
S-13a948,A-d5a319,feature_2,2023-08,9,1926,2023-08-29,2023-08-29,0,False,214.0,3.0
S-13a948,A-d5a319,feature_34,2023-03,9,5130,2023-03-15,2023-03-15,2,False,570.0,3.0
S-13a948,A-d5a319,feature_6,2023-08,7,2324,2023-08-25,2023-08-25,0,False,332.0,5.0
S-13a948,A-d5a319,feature_9,2023-12,9,4743,2023-12-19,2023-12-19,0,False,527.0,1.0
S-13b606,A-5b1bcd,feature_22,2024-12,8,1072,2024-12-07,2024-12-07,6,False,134.0,3.0
S-13b606,A-5b1bcd,feature_33,2023-08,14,4956,2023-08-26,2023-08-26,0,False,354.0,1.0
S-13b606,A-5b1bcd,feature_40,2024-02,22,1012,2024-02-29,2024-02-29,0,False,46.0,1.0
S-13b606,A-5b1bcd,feature_6,2024-09,9,3654,2024-09-24,2024-09-24,0,False,406.0,3.0
S-13c8b6,A-89ee83,feature_15,2024-02,10,1910,2024-02-02,2024-02-02,0,False,191.0,4.0
S-13c8b6,A-89ee83,feature_19,2024-12,9,4671,2024-12-17,2024-12-17,0,False,519.0,2.0
S-13c8b6,A-89ee83,feature_2,2023-06,9,3483,2023-06-18,2023-06-18,0,False,387.0,1.0
S-13c8b6,A-89ee83,feature_26,2023-12,10,3990,2023-12-23,2023-12-23,0,False,399.0,2.0
S-13c8b6,A-89ee83,feature_27,2023-03,6,3576,2023-03-17,2023-03-17,2,False,596.0,3.0
S-13c8b6,A-89ee83,feature_31,2024-05,9,4608,2024-05-06,2024-05-06,0,False,512.0,2.0
S-13c8b6,A-89ee83,feature_36,2023-08,10,3140,2023-08-17,2023-08-17,0,False,314.0,1.0
S-13ca37,A-6843f2,feature_15,2024-10,11,1771,2024-10-31,2024-10-31,0,False,161.0,2.0
S-13ca37,A-6843f2,feature_19,2024-04,8,2584,2024-04-14,2024-04-14,2,False,323.0,3.0
S-13ca37,A-6843f2,feature_20,2023-02,8,4304,2023-02-10,2023-02-10,0,False,538.0,1.0
S-13ca37,A-6843f2,feature_34,2024-01,18,1278,2024-01-27,2024-01-27,0,False,71.0,1.0
S-13ca37,A-6843f2,feature_4,2023-01,13,3471,2023-01-25,2023-01-25,0,True,267.0,2.0
S-13ca37,A-6843f2,feature_5,2024-04,7,1505,2024-04-28,2024-04-28,0,False,215.0,4.0
S-13ca37,A-6843f2,feature_7,2023-01,14,3724,2023-01-31,2023-01-31,2,False,266.0,1.0
S-13ca37,A-6843f2,feature_7,2024-09,14,4802,2024-09-13,2024-09-13,0,False,343.0,1.0
S-13d6d1,A-ff79f2,feature_22,2023-02,11,99,2023-02-26,2023-02-26,0,False,9.0,1.0
S-13d6d1,A-ff79f2,feature_24,2023-02,10,860,2023-02-21,2023-02-21,0,False,86.0,2.0
S-13d6d1,A-ff79f2,feature_25,2023-09,12,6660,2023-09-19,2023-09-19,1,False,555.0,2.0
S-13d6d1,A-ff79f2,feature_28,2024-09,7,1771,2024-09-23,2024-09-23,0,False,253.0,2.0
S-13dfe7,A-956988,feature_2,2023-03,5,2590,2023-03-29,2023-03-29,0,False,518.0,4.0
S-13dfe7,A-956988,feature_32,2024-03,9,1242,2024-03-18,2024-03-18,0,False,138.0,2.0
S-13dfe7,A-956988,feature_39,2024-04,12,4488,2024-04-11,2024-04-11,2,False,374.0,1.0
S-13dfe7,A-956988,feature_7,2023-02,6,1410,2023-02-17,2023-02-17,0,False,235.0,2.0
S-140813,A-2b9d3e,feature_28,2024-09,21,8505,2024-09-04,2024-09-04,0,False,405.0,1.0
S-140813,A-2b9d3e,feature_32,2023-01,7,763,2023-01-12,2023-01-12,0,False,109.0,3.0
S-140813,A-2b9d3e,feature_32,2024-03,6,570,2024-03-18,2024-03-18,0,False,95.0,4.0
S-140813,A-2b9d3e,feature_34,2023-11,6,3180,2023-11-30,2023-11-30,0,True,530.0,4.0
S-140813,A-2b9d3e,feature_37,2023-03,8,2200,2023-03-05,2023-03-05,2,False,275.0,1.0
S-140813,A-2b9d3e,feature_37,2024-02,10,1100,2024-02-26,2024-02-26,1,False,110.0,2.0
S-140d3a,A-ff3c73,feature_15,2023-08,13,7488,2023-08-09,2023-08-09,0,False,576.0,1.0
S-140d3a,A-ff3c73,feature_23,2024-12,9,4491,2024-12-16,2024-12-16,0,False,499.0,2.0
S-140d3a,A-ff3c73,feature_32,2024-07,12,6168,2024-07-02,2024-07-02,0,False,514.0,1.0
S-140d3a,A-ff3c73,feature_35,2023-05,6,384,2023-05-25,2023-05-25,1,False,64.0,2.0
S-140d3a,A-ff3c73,feature_37,2023-03,12,2256,2023-03-30,2023-03-30,1,False,188.0,2.0
S-140d3a,A-ff3c73,feature_4,2023-11,14,8134,2023-11-24,2023-11-24,0,True,581.0,1.0
S-140d3a,A-ff3c73,feature_6,2024-07,7,2506,2024-07-27,2024-07-27,0,True,358.0,2.0
S-142456,A-22d9d2,feature_1,2024-04,11,946,2024-04-08,2024-04-08,2,False,86.0,1.0
S-142456,A-22d9d2,feature_10,2024-08,11,3311,2024-08-16,2024-08-16,0,True,301.0,1.0
S-142456,A-22d9d2,feature_19,2024-02,16,8272,2024-02-20,2024-02-20,0,False,517.0,1.0
S-142456,A-22d9d2,feature_32,2023-04,14,1582,2023-04-13,2023-04-13,0,False,113.0,1.0
S-142456,A-22d9d2,feature_5,2024-04,9,2808,2024-04-18,2024-04-18,0,False,312.0,3.0
S-142456,A-22d9d2,feature_6,2024-10,18,9414,2024-10-18,2024-10-18,2,False,523.0,1.0
S-147ad7,A-54ecc2,feature_13,2023-01,8,2872,2023-01-15,2023-01-15,0,False,359.0,3.0
S-147ad7,A-54ecc2,feature_15,2024-12,9,3924,2024-12-09,2024-12-09,1,False,436.0,2.0
S-147ad7,A-54ecc2,feature_29,2023-09,14,8232,2023-09-19,2023-09-19,0,False,588.0,1.0
S-147ad7,A-54ecc2,feature_35,2024-02,10,2950,2024-02-06,2024-02-06,0,False,295.0,3.0
S-147ad7,A-54ecc2,feature_4,2023-02,11,1023,2023-02-24,2023-02-24,2,False,93.0,2.0
S-147ad7,A-54ecc2,feature_4,2024-09,13,6227,2024-09-13,2024-09-13,0,False,479.0,1.0
S-147ad7,A-54ecc2,feature_7,2023-08,7,3535,2023-08-23,2023-08-23,2,False,505.0,2.0
S-147ad7,A-54ecc2,,2023-08,7,3535,2023-08-23,2023-08-23,2,False,505.0,2.0
S-148506,A-3a5ad8,feature_10,2024-07,13,793,2024-07-24,2024-07-24,0,False,61.0,2.0
S-148506,A-3a5ad8,feature_38,2024-12,5,2040,2024-12-09,2024-12-09,0,False,408.0,3.0
S-148506,A-3a5ad8,feature_7,2024-08,12,1776,2024-08-10,2024-08-10,6,False,148.0,1.0
S-148506,A-3a5ad8,feature_8,2024-02,8,664,2024-02-25,2024-02-25,1,False,83.0,2.0
S-149409,A-0cc442,feature_13,2024-03,11,1551,2024-03-31,2024-03-31,1,True,141.0,2.0
S-149409,A-0cc442,feature_29,2024-02,12,5388,2024-02-04,2024-02-04,0,False,449.0,2.0
S-149409,A-0cc442,feature_34,2024-12,10,2930,2024-12-18,2024-12-18,0,False,293.0,2.0
S-149409,A-0cc442,feature_36,2024-05,10,2580,2024-05-10,2024-05-10,0,False,258.0,5.0
S-149409,A-0cc442,feature_4,2023-07,10,1780,2023-07-24,2023-07-24,0,False,178.0,2.0
S-149409,A-0cc442,feature_7,2024-05,5,215,2024-05-06,2024-05-06,0,False,43.0,6.0
S-14a685,A-692f18,feature_14,2023-02,8,848,2023-02-22,2023-02-22,0,False,106.0,4.0
S-14a685,A-692f18,feature_15,2023-02,8,2608,2023-02-01,2023-02-01,0,False,326.0,4.0
S-14a685,A-692f18,feature_18,2024-11,8,1560,2024-11-03,2024-11-03,0,False,195.0,1.0
S-14a685,A-692f18,feature_29,2024-07,9,3096,2024-07-10,2024-07-10,0,True,344.0,1.0
S-14a685,A-692f18,feature_8,2023-11,11,6380,2023-11-09,2023-11-09,1,False,580.0,3.0
S-14a95a,A-ffc04f,feature_17,2023-02,11,5203,2023-02-15,2023-02-15,0,False,473.0,2.0
S-14a95a,A-ffc04f,feature_22,2024-04,5,1875,2024-04-14,2024-04-14,0,False,375.0,6.0
S-14a95a,A-ffc04f,feature_26,2023-12,9,3951,2023-12-24,2023-12-24,2,True,439.0,3.0
S-14a95a,A-ffc04f,feature_35,2024-12,9,4671,2024-12-05,2024-12-05,0,False,519.0,1.0
S-14a95a,A-ffc04f,feature_39,2023-03,9,4977,2023-03-30,2023-03-30,2,False,553.0,2.0
S-14a95a,A-ffc04f,feature_40,2024-09,13,780,2024-09-22,2024-09-22,0,False,60.0,3.0
S-14b7f3,A-50bb9f,feature_12,2023-02,7,1057,2023-02-22,2023-02-22,0,True,151.0,2.0
S-14b7f3,A-50bb9f,feature_16,2024-01,15,4695,2024-01-16,2024-01-16,0,False,313.0,1.0
S-14b7f3,A-50bb9f,feature_20,2023-06,12,1320,2023-06-04,2023-06-04,0,False,110.0,1.0
S-14b7f3,A-50bb9f,feature_20,2024-08,10,260,2024-08-08,2024-08-08,0,False,26.0,1.0
S-14b7f3,A-50bb9f,feature_27,2024-01,13,4134,2024-01-05,2024-01-05,0,False,318.0,2.0
S-14b7f3,A-50bb9f,feature_32,2024-06,11,5324,2024-06-05,2024-06-05,0,False,484.0,1.0
S-14c8b9,A-aa9511,feature_13,2023-05,11,3916,2023-05-10,2023-05-10,0,False,356.0,3.0
S-14c8b9,A-aa9511,feature_4,2024-03,11,6512,2024-03-20,2024-03-20,1,False,592.0,2.0
S-14d060,A-bcf664,feature_13,2024-12,8,136,2024-12-24,2024-12-24,1,False,17.0,1.0
S-14d060,A-bcf664,feature_15,2024-03,20,3340,2024-03-01,2024-03-01,0,False,167.0,1.0
S-14d060,A-bcf664,feature_20,2023-09,8,648,2023-09-19,2023-09-19,0,False,81.0,3.0
S-14d060,A-bcf664,feature_6,2024-02,16,5456,2024-02-20,2024-02-20,0,False,341.0,1.0
S-14d515,A-eb7c38,feature_24,2024-11,9,3735,2024-11-04,2024-11-04,0,False,415.0,2.0
S-14d515,A-eb7c38,feature_26,2024-01,9,5364,2024-01-06,2024-01-06,1,False,596.0,2.0
S-14d515,A-eb7c38,feature_37,2023-04,24,792,2023-04-05,2023-04-05,0,False,33.0,1.0
S-14d515,A-eb7c38,feature_40,2023-04,8,2520,2023-04-28,2023-04-28,0,False,315.0,4.0
