subscription_id,account_id,month,change_type,change_amount,mrr,prev_mrr
S-255846,A-9a532a,2024-08,new,6567.0,6567.0,0.0
S-2565f0,A-6a4e2d,2023-07,new,1026.0,1026.0,0.0
S-2565f0,A-6a4e2d,2024-08,churn,-1026.0,0.0,1026.0
S-2573e4,A-7f8241,2024-01,new,1140.0,1140.0,0.0
S-2574a3,A-40de06,2024-10,new,5572.0,5572.0,0.0
S-259804,A-d4ac0e,2024-10,new,532.0,532.0,0.0
S-25a969,A-c9bb3e,2024-06,new,285.0,285.0,0.0
S-25a969,A-c9bb3e,2024-11,churn,-285.0,0.0,285.0
S-25b756,A-d82ef9,2024-07,new,2842.0,2842.0,0.0
S-25b756,A-d82ef9,2024-09,churn,-2842.0,0.0,2842.0
S-25ee09,A-94f8c9,2024-04,new,2587.0,2587.0,0.0
S-25ee09,A-94f8c9,2024-06,churn,-2587.0,0.0,2587.0
S-25f647,A-425e76,2024-07,new,703.0,703.0,0.0
S-25f647,A-425e76,2024-11,churn,-703.0,0.0,703.0
S-25ff39,A-798a3f,2024-03,new,798.0,798.0,0.0
S-25ff39,A-798a3f,2024-08,churn,-798.0,0.0,798.0
S-260d1e,A-337bc1,2024-03,new,6169.0,6169.0,0.0
S-260e48,A-7f4db3,2023-07,new,490.0,490.0,0.0
S-261a8d,A-b2225d,2024-09,new,2303.0,2303.0,0.0
S-2632a2,A-5a3eb9,2024-03,new,342.0,342.0,0.0
S-2632a2,A-5a3eb9,2024-07,churn,-342.0,0.0,342.0
S-2636a7,A-1f7acb,2024-07,new,12736.0,12736.0,0.0
S-26593b,A-328bd0,2024-05,new,1813.0,1813.0,0.0
S-2664e1,A-2d4502,2024-07,new,8159.0,8159.0,0.0
S-266ada,A-794a0b,2024-06,new,1127.0,1127.0,0.0
S-266ada,A-794a0b,2024-10,churn,-1127.0,0.0,1127.0
S-269b4a,A-5b1bcd,2024-02,new,14527.0,14527.0,0.0
S-269b4a,A-5b1bcd,2024-09,churn,-14527.0,0.0,14527.0
S-26a630,A-5247b3,2024-03,new,3184.0,3184.0,0.0
S-26a630,A-5247b3,2024-11,churn,-3184.0,0.0,3184.0
S-26bc22,A-59f724,2024-07,new,597.0,597.0,0.0
S-26bf58,A-65a46c,2024-05,new,1813.0,1813.0,0.0
S-26da35,A-d27f50,2024-12,new,2156.0,2156.0,0.0
S-26dbbf,A-432483,2023-12,new,931.0,931.0,0.0
S-26deeb,A-8adedc,2024-09,new,3332.0,3332.0,0.0
S-26e8f0,A-d40bf7,2024-11,new,11741.0,11741.0,0.0
S-270a4e,A-6c093d,2024-01,new,133.0,133.0,0.0
S-270e94,A-22f2df,2024-12,new,114.0,114.0,0.0
S-27514e,A-3f9cc0,2024-07,new,418.0,418.0,0.0
S-27514e,A-3f9cc0,2025-01,churn,-418.0,0.0,418.0
S-27552b,A-1d5444,2024-07,new,1176.0,1176.0,0.0
S-275d57,A-b3fe05,2024-11,new,285.0,285.0,0.0
S-276555,A-d792a6,2024-01,new,1764.0,1764.0,0.0
S-276555,A-d792a6,2024-09,churn,-1764.0,0.0,1764.0
S-276d44,A-87aa7b,2024-06,new,1176.0,1176.0,0.0
S-276d44,A-87aa7b,2025-01,churn,-1176.0,0.0,1176.0
S-277111,A-625d0b,2024-10,new,441.0,441.0,0.0
S-27ab7f,A-dcc2f0,2023-12,new,475.0,475.0,0.0
S-27ab7f,A-dcc2f0,2024-05,churn,-475.0,0.0,475.0
S-27c00d,A-a6d261,2024-06,new,912.0,912.0,0.0
S-27c993,A-098560,2024-11,new,796.0,796.0,0.0
S-27e42e,A-600734,2024-03,new,1421.0,1421.0,0.0
S-27e9ad,A-05f0e5,2023-10,new,608.0,608.0,0.0
S-27e9ad,A-05f0e5,2024-12,churn,-608.0,0.0,608.0
S-27f7b2,A-a1b80b,2024-04,new,722.0,722.0,0.0
S-27f7b2,A-a1b80b,2024-08,churn,-722.0,0.0,722.0
S-28332f,A-ff79f2,2024-09,new,4577.0,4577.0,0.0
S-2852dd,A-e51ec7,2024-12,new,1990.0,1990.0,0.0
S-285534,A-49b828,2024-11,new,247.0,247.0,0.0
S-287914,A-a1b80b,2024-08,new,784.0,784.0,0.0
S-2881e0,A-42e5e1,2024-07,new,49.0,49.0,0.0
S-2881e0,A-42e5e1,2024-11,churn,-49.0,0.0,49.0
S-289702,A-00bed1,2024-09,new,5572.0,5572.0,0.0
S-28a2b2,A-eb7fac,2024-09,new,1393.0,1393.0,0.0
S-28a4b7,A-1e1b80,2023-12,new,9950.0,9950.0,0.0
S-28a4b7,A-1e1b80,2024-12,churn,-9950.0,0.0,9950.0
S-28d401,A-d792a6,2023-09,new,95.0,95.0,0.0
S-28d401,A-d792a6,2024-04,churn,-95.0,0.0,95.0
S-28d64b,A-67be94,2024-04,new,494.0,494.0,0.0
S-28d64b,A-67be94,2024-07,churn,-494.0,0.0,494.0
S-28e360,A-ad64c6,2024-11,new,5572.0,5572.0,0.0
S-28e7bf,A-5a92e7,2024-08,new,1323.0,1323.0,0.0
S-28e7bf,A-5a92e7,2024-12,churn,-1323.0,0.0,1323.0
S-28eb12,A-d535f6,2024-11,new,588.0,588.0,0.0
S-28eb12,A-d535f6,2024-12,churn,-588.0,0.0,588.0
S-28eeec,A-89ee83,2024-11,new,98.0,98.0,0.0
S-290ee5,A-68f37c,2024-03,new,1273.0,1273.0,0.0
S-290ee5,A-68f37c,2025-01,churn,-1273.0,0.0,1273.0
S-2923fc,A-fa3095,2024-07,new,13930.0,13930.0,0.0
S-292c06,A-089363,2024-07,new,1274.0,1274.0,0.0
S-293a1f,A-40de06,2024-05,new,1372.0,1372.0,0.0
S-294d8b,A-9289f6,2024-09,new,3383.0,3383.0,0.0
S-294fb2,A-bb2f49,2023-07,new,9751.0,9751.0,0.0
S-29597a,A-0532a9,2024-10,new,5373.0,5373.0,0.0
S-295bac,A-779e4e,2023-07,new,11542.0,11542.0,0.0
S-2971ae,A-9c18c4,2024-10,new,2189.0,2189.0,0.0
S-2991c7,A-443b7c,2024-11,new,1862.0,1862.0,0.0
S-29a901,A-378b99,2024-10,new,392.0,392.0,0.0
S-29b014,A-a1b80b,2024-07,new,1764.0,1764.0,0.0
S-29c16b,A-afa505,2024-07,new,3430.0,3430.0,0.0
S-29c16b,A-afa505,2024-11,churn,-3430.0,0.0,3430.0
S-29ccb8,A-eb1312,2024-12,new,475.0,475.0,0.0
S-29ec80,A-625d0b,2024-12,new,1791.0,1791.0,0.0
S-2a312e,A-034368,2024-06,new,494.0,494.0,0.0
S-2a312e,A-034368,2024-09,churn,-494.0,0.0,494.0
S-2a53d5,A-5a184f,2023-09,new,1406.0,1406.0,0.0
S-2a53d5,A-5a184f,2024-10,churn,-1406.0,0.0,1406.0
S-2a57b3,A-7e0a10,2024-06,new,874.0,874.0,0.0
S-2a57b3,A-7e0a10,2024-10,churn,-874.0,0.0,874.0
S-2a6c1f,A-22f2df,2024-12,new,57.0,57.0,0.0
S-2a6e4a,A-17939a,2024-12,new,1519.0,1519.0,0.0
S-2a6eb3,A-80eeb6,2023-08,new,13532.0,13532.0,0.0
S-2a6eb3,A-80eeb6,2024-03,churn,-13532.0,0.0,13532.0
S-2a73e2,A-10b8f2,2024-01,new,893.0,893.0,0.0
S-2a73e2,A-10b8f2,2024-07,churn,-893.0,0.0,893.0
S-2a928c,A-fa3095,2024-12,new,1330.0,1330.0,0.0
S-2a9676,A-92a3af,2024-07,new,1225.0,1225.0,0.0
S-2aa395,A-c45b23,2024-07,new,95.0,95.0,0.0
S-2aaa9c,A-4c38bc,2024-12,new,1764.0,1764.0,0.0
S-2aaca3,A-751c58,2024-12,new,5174.0,5174.0,0.0
S-2aad81,A-700ade,2024-11,new,133.0,133.0,0.0
S-2aadef,A-1619f8,2024-11,new,1421.0,1421.0,0.0
S-2aafa6,A-bbc346,2024-10,new,3781.0,3781.0,0.0
S-2aafa6,A-bbc346,2024-12,churn,-3781.0,0.0,3781.0
S-2abffe,A-a8b49c,2024-03,new,441.0,441.0,0.0
S-2abffe,A-a8b49c,2024-07,churn,-441.0,0.0,441.0
S-2ae21d,A-0f6450,2024-12,new,532.0,532.0,0.0
S-2ae21d,A-0f6450,2025-01,churn,-532.0,0.0,532.0
S-2ae5d8,A-c9bb3e,2024-06,new,245.0,245.0,0.0
S-2ae5d8,A-c9bb3e,2024-11,churn,-245.0,0.0,245.0
S-2aec7e,A-ce66f8,2024-05,new,551.0,551.0,0.0
S-2b0a2d,A-c1dfe1,2024-02,new,494.0,494.0,0.0
S-2b0a2d,A-c1dfe1,2024-07,churn,-494.0,0.0,494.0
S-2b2532,A-410e86,2024-12,new,4776.0,4776.0,0.0
S-2b2fa8,A-ed510f,2024-05,new,2058.0,2058.0,0.0
S-2b35cc,A-9f2731,2024-11,new,637.0,637.0,0.0
S-2b35cc,A-9f2731,2025-01,churn,-637.0,0.0,637.0
S-2b504d,A-6a4e2d,2023-07,new,1791.0,1791.0,0.0
S-2b504d,A-6a4e2d,2024-08,churn,-1791.0,0.0,1791.0
S-2b550a,A-c7ffc2,2023-11,new,5970.0,5970.0,0.0
S-2b550a,A-c7ffc2,2023-12,churn,-5970.0,0.0,5970.0
S-2b58a7,A-7c5768,2024-07,new,57.0,57.0,0.0
S-2b7664,A-cb6cc6,2023-08,new,247.0,247.0,0.0
S-2b8a8b,A-9f2731,2024-11,new,637.0,637.0,0.0
S-2b8a8b,A-9f2731,2025-01,churn,-637.0,0.0,637.0
S-2bbf5c,A-a09355,2024-10,new,2786.0,2786.0,0.0
S-2bbf5c,A-a09355,2024-11,churn,-2786.0,0.0,2786.0
S-2bc644,A-2d4502,2024-04,new,392.0,392.0,0.0
S-2bc644,A-2d4502,2024-06,churn,-392.0,0.0,392.0
S-2bc860,A-98a59a,2023-11,new,2744.0,2744.0,0.0
S-2bc860,A-98a59a,2024-10,churn,-2744.0,0.0,2744.0
S-2beaee,A-ffdfd5,2024-09,new,4508.0,4508.0,0.0
S-2bef13,A-c16b88,2024-06,new,8955.0,8955.0,0.0
S-2c091a,A-32728c,2023-06,new,980.0,980.0,0.0
S-2c091a,A-32728c,2024-08,churn,-980.0,0.0,980.0
S-2c1ca6,A-118f1c,2024-11,new,6368.0,6368.0,0.0
S-2c1ca6,A-118f1c,2025-01,churn,-6368.0,0.0,6368.0
S-2c270f,A-9f9299,2024-08,new,5572.0,5572.0,0.0
S-2c270f,A-9f9299,2024-11,churn,-5572.0,0.0,5572.0
S-2c3b6d,A-a2485e,2024-12,new,3383.0,3383.0,0.0
S-2c3d7d,A-c62e55,2024-12,new,686.0,686.0,0.0
S-2c4527,A-6965e1,2024-12,new,637.0,637.0,0.0
S-2c4909,A-659280,2024-05,new,247.0,247.0,0.0
S-2c4909,A-659280,2024-12,churn,-247.0,0.0,247.0
S-2c52b6,A-016043,2024-10,new,2786.0,2786.0,0.0
S-2c53ad,A-c222ab,2024-09,new,6368.0,6368.0,0.0
S-2c53ad,A-c222ab,2024-11,churn,-6368.0,0.0,6368.0
S-2c5e1c,A-4814a3,2024-12,new,17313.0,17313.0,0.0
S-2c64e6,A-118d55,2024-12,new,285.0,285.0,0.0
S-2c64e6,A-118d55,2025-01,churn,-285.0,0.0,285.0
S-2c80ba,A-4ae22a,2024-11,new,114.0,114.0,0.0
S-2cb298,A-9077b0,2024-12,new,398.0,398.0,0.0
S-2cc962,A-3d957b,2024-10,new,2786.0,2786.0,0.0
S-2ccc04,A-9a532a,2024-10,new,2189.0,2189.0,0.0
S-2cec4e,A-76fa4d,2024-11,new,13731.0,13731.0,0.0
S-2cec4e,A-76fa4d,2025-01,churn,-13731.0,0.0,13731.0
S-2cf162,A-a8d89d,2024-04,new,247.0,247.0,0.0
S-2cf162,A-a8d89d,2024-09,churn,-247.0,0.0,247.0
S-2d04a6,A-fda07f,2024-10,new,152.0,152.0,0.0
S-2d0c1f,A-241e75,2024-07,new,2254.0,2254.0,0.0
S-2d0c1f,A-241e75,2025-01,churn,-2254.0,0.0,2254.0
S-2d0d53,A-fe79a5,2024-09,new,4577.0,4577.0,0.0
S-2d21b9,A-b7b7b7,2024-07,new,1176.0,1176.0,0.0
S-2d3096,A-712533,2024-01,new,1078.0,1078.0,0.0
S-2d3096,A-712533,2024-08,churn,-1078.0,0.0,1078.0
S-2d3434,A-425e76,2023-07,new,392.0,392.0,0.0
S-2d3434,A-425e76,2024-11,churn,-392.0,0.0,392.0
S-2d4edf,A-69fad4,2023-09,new,1194.0,1194.0,0.0
S-2d4edf,A-69fad4,2024-07,churn,-1194.0,0.0,1194.0
S-2d51ca,A-96e141,2023-12,new,1568.0,1568.0,0.0
S-2d51ca,A-96e141,2024-10,churn,-1568.0,0.0,1568.0
S-2d5c04,A-503d5a,2024-03,new,995.0,995.0,0.0
S-2d62ad,A-dcc2f0,2023-11,new,2985.0,2985.0,0.0
S-2d62ad,A-dcc2f0,2024-05,churn,-2985.0,0.0,2985.0
S-2d63e2,A-4e960a,2024-08,new,588.0,588.0,0.0
S-2d7947,A-4e960a,2024-06,new,228.0,228.0,0.0
S-2d807a,A-34d880,2024-04,new,10547.0,10547.0,0.0
S-2d807a,A-34d880,2025-01,churn,-10547.0,0.0,10547.0
S-2daa17,A-c62e55,2024-05,new,2985.0,2985.0,0.0
S-2dad6b,A-104f1a,2024-12,new,646.0,646.0,0.0
S-2db458,A-53f4e3,2024-09,new,418.0,418.0,0.0
S-2db458,A-53f4e3,2025-01,churn,-418.0,0.0,418.0
S-2dbf11,A-e888d1,2024-05,new,686.0,686.0,0.0
S-2dbf11,A-e888d1,2024-12,churn,-686.0,0.0,686.0
S-2dc98b,A-5a92e7,2024-11,new,441.0,441.0,0.0
S-2dc98b,A-5a92e7,2024-12,churn,-441.0,0.0,441.0
S-2dc99d,A-cc102e,2024-11,new,418.0,418.0,0.0
S-2dc99d,A-cc102e,2024-12,churn,-418.0,0.0,418.0
S-2ddb46,A-4c38bc,2024-05,new,1764.0,1764.0,0.0
S-2ddf94,A-19b2c8,2024-01,new,3980.0,3980.0,0.0
S-2ddf94,A-19b2c8,2024-09,churn,-3980.0,0.0,3980.0
S-2de449,A-702032,2024-04,new,5572.0,5572.0,0.0
S-2de449,A-702032,2024-07,churn,-5572.0,0.0,5572.0
S-2ded06,A-ff79f2,2024-12,new,589.0,589.0,0.0
S-2ded36,A-a1b80b,2024-09,new,3184.0,3184.0,0.0
S-2e017b,A-432483,2023-04,new,245.0,245.0,0.0
S-2e017b,A-432483,2023-05,churn,-245.0,0.0,245.0
S-2e0575,A-4814a3,2024-11,new,17313.0,17313.0,0.0
S-2e0575,A-4814a3,2025-01,churn,-17313.0,0.0,17313.0
S-2e2d6c,A-f6b2fb,2024-08,new,4776.0,4776.0,0.0
S-2e4018,A-7f8241,2023-06,new,6766.0,6766.0,0.0
S-2e55e6,A-f19409,2024-12,new,665.0,665.0,0.0
S-2e7756,A-b7b7b7,2024-08,new,3283.0,3283.0,0.0
S-2e78ce,A-84ebe4,2024-04,new,342.0,342.0,0.0
S-2e78ce,A-84ebe4,2024-11,churn,-342.0,0.0,342.0
S-2e7b85,A-328bd0,2023-10,new,342.0,342.0,0.0
S-2e8409,A-029f69,2024-12,new,490.0,490.0,0.0
S-2e8409,A-029f69,2025-01,churn,-490.0,0.0,490.0
S-2e84f2,A-ee42db,2024-08,new,2587.0,2587.0,0.0
S-2e84f2,A-ee42db,2024-12,churn,-2587.0,0.0,2587.0
S-2e965d,A-00cac8,2023-09,new,392.0,392.0,0.0
S-2eb247,A-8145a0,2024-02,new,4975.0,4975.0,0.0
S-2eb247,A-8145a0,2024-07,churn,-4975.0,0.0,4975.0
S-2ebd06,A-32728c,2023-04,new,980.0,980.0,0.0
S-2ebd06,A-32728c,2024-08,churn,-980.0,0.0,980.0
S-2ec763,A-068fc6,2024-12,new,1715.0,1715.0,0.0
S-2ecaea,A-756192,2024-06,new,4975.0,4975.0,0.0
S-2ee2e1,A-692f18,2024-06,new,2450.0,2450.0,0.0
S-2ee2e1,A-692f18,2025-01,churn,-2450.0,0.0,2450.0
S-2ee7ec,A-c16101,2024-10,new,228.0,228.0,0.0
S-2ee7ec,A-c16101,2025-01,churn,-228.0,0.0,228.0
S-2ee940,A-8bde0c,2024-12,new,2388.0,2388.0,0.0
S-2ee940,A-8bde0c,2025-01,churn,-2388.0,0.0,2388.0
S-2f0291,A-ba6516,2024-11,new,5373.0,5373.0,0.0
S-2f0815,A-22d9d2,2024-10,new,392.0,392.0,0.0
S-2f0815,A-22d9d2,2024-11,churn,-392.0,0.0,392.0
S-2f11bb,A-82d8a6,2024-12,new,245.0,245.0,0.0
S-2f11bb,A-82d8a6,2025-01,churn,-245.0,0.0,245.0
S-2f138c,A-ce66f8,2024-07,new,1421.0,1421.0,0.0
S-2f2ba3,A-50f3f7,2024-12,new,6169.0,6169.0,0.0
S-2f7250,A-3ce5b8,2024-03,new,1764.0,1764.0,0.0
S-2f7250,A-3ce5b8,2024-10,churn,-1764.0,0.0,1764.0
S-2f729b,A-3be56b,2024-02,new,1715.0,1715.0,0.0
S-2f729b,A-3be56b,2024-04,churn,-1715.0,0.0,1715.0
S-2f8d64,A-ab438f,2024-11,new,2587.0,2587.0,0.0
S-2f8d64,A-ab438f,2025-01,churn,-2587.0,0.0,2587.0
S-2f8dbb,A-13466a,2023-11,new,38.0,38.0,0.0
S-2f8dbb,A-13466a,2024-07,churn,-38.0,0.0,38.0
S-2f998d,A-d82ef9,2024-11,new,494.0,494.0,0.0
S-2f9bef,A-cc1d8d,2024-12,new,995.0,995.0,0.0
S-2f9bef,A-cc1d8d,2025-01,churn,-995.0,0.0,995.0
S-2fc028,A-3b37d9,2023-11,new,4577.0,4577.0,0.0
S-2fc028,A-3b37d9,2024-12,churn,-4577.0,0.0,4577.0
S-2fc8fa,A-65a46c,2024-08,new,637.0,637.0,0.0
S-2fd486,A-18793f,2024-12,new,7252.0,7252.0,0.0
S-2fd486,A-18793f,2025-01,churn,-7252.0,0.0,7252.0
S-2fe6c0,A-ac9111,2024-12,new,399.0,399.0,0.0
S-2fed82,A-5b4ebb,2024-07,new,399.0,399.0,0.0
S-2ff0ab,A-712f1c,2024-05,new,323.0,323.0,0.0
S-2ff0ab,A-712f1c,2024-11,churn,-323.0,0.0,323.0
S-2ff628,A-118d55,2024-12,new,152.0,152.0,0.0
S-2ff628,A-118d55,2025-01,churn,-152.0,0.0,152.0
S-30008c,A-cc98bc,2024-05,new,2646.0,2646.0,0.0
S-3012fa,A-902ef7,2024-09,new,4067.0,4067.0,0.0
S-3012fa,A-902ef7,2024-10,churn,-4067.0,0.0,4067.0
S-301b73,A-cab532,2024-11,new,912.0,912.0,0.0
S-302119,A-e1462e,2023-04,new,2985.0,2985.0,0.0
S-302119,A-e1462e,2025-01,churn,-2985.0,0.0,2985.0
S-302856,A-e1b9cd,2023-05,new,760.0,760.0,0.0
S-302856,A-e1b9cd,2024-09,churn,-760.0,0.0,760.0
S-302add,A-712f1c,2024-10,new,833.0,833.0,0.0
S-302add,A-712f1c,2024-11,churn,-833.0,0.0,833.0
S-3037ab,A-b9eed8,2024-08,new,323.0,323.0,0.0
S-303f63,A-ba6516,2024-04,new,513.0,513.0,0.0
S-304196,A-bcf664,2024-09,new,114.0,114.0,0.0
S-304196,A-bcf664,2024-11,churn,-114.0,0.0,114.0
S-305a67,A-6da850,2024-04,new,228.0,228.0,0.0
S-305a67,A-6da850,2024-11,churn,-228.0,0.0,228.0
S-307a21,A-940b8b,2024-05,new,1064.0,1064.0,0.0
S-307b2b,A-4e44e8,2024-09,new,392.0,392.0,0.0
S-307b2b,A-4e44e8,2024-11,churn,-392.0,0.0,392.0
S-307e49,A-4c38bc,2024-06,new,1764.0,1764.0,0.0
S-3092cb,A-6a4e2d,2023-08,new,4378.0,4378.0,0.0
S-3092cb,A-6a4e2d,2024-08,churn,-4378.0,0.0,4378.0
S-30bb47,A-c16cf7,2024-11,new,2587.0,2587.0,0.0
S-30bb47,A-c16cf7,2025-01,churn,-2587.0,0.0,2587.0
S-30c045,A-eb7fac,2024-05,new,4508.0,4508.0,0.0
S-30c045,A-eb7fac,2024-08,churn,-4508.0,0.0,4508.0
S-30e0c1,A-977ca0,2024-08,new,1715.0,1715.0,0.0
S-30fa6f,A-e1b9cd,2023-03,new,1960.0,1960.0,0.0
S-30fa6f,A-e1b9cd,2025-01,churn,-1960.0,0.0,1960.0
S-31090f,A-328bd0,2024-08,new,342.0,342.0,0.0
S-310ae0,A-58b9ff,2024-09,new,398.0,398.0,0.0
S-310ae0,A-58b9ff,2024-11,churn,-398.0,0.0,398.0
S-3110d9,A-692f18,2024-08,new,3383.0,3383.0,0.0
S-3110d9,A-692f18,2025-01,churn,-3383.0,0.0,3383.0
S-3112d0,A-68f37c,2024-04,new,1786.0,1786.0,0.0
S-3112d0,A-68f37c,2025-01,churn,-1786.0,0.0,1786.0
S-31178d,A-b7ef83,2024-06,new,1274.0,1274.0,0.0
S-31178d,A-b7ef83,2024-08,churn,-1274.0,0.0,1274.0
S-3128b4,A-30b4ca,2024-05,new,17114.0,17114.0,0.0
S-3128b4,A-30b4ca,2024-10,churn,-17114.0,0.0,17114.0
S-31428b,A-86cdb4,2024-12,new,988.0,988.0,0.0
S-317bed,A-53f4e3,2024-10,new,342.0,342.0,0.0
S-317bed,A-53f4e3,2025-01,churn,-342.0,0.0,342.0
S-3199cf,A-068fc6,2024-07,new,1715.0,1715.0,0.0
S-31ac79,A-f19b24,2024-12,new,551.0,551.0,0.0
S-31afc4,A-d40bf7,2024-12,new,2891.0,2891.0,0.0
S-31be9c,A-5f2961,2024-12,new,1045.0,1045.0,0.0
S-31cec4,A-34ea2f,2024-10,new,152.0,152.0,0.0
S-31d8aa,A-96bbc6,2024-05,new,1911.0,1911.0,0.0
S-31d8aa,A-96bbc6,2025-01,churn,-1911.0,0.0,1911.0
S-31d9ee,A-39868b,2024-06,new,171.0,171.0,0.0
S-31e347,A-cb6cc6,2023-08,new,266.0,266.0,0.0
S-3223a2,A-13466a,2024-09,new,171.0,171.0,0.0
S-322a59,A-a8b49c,2024-02,new,1274.0,1274.0,0.0
S-322a59,A-a8b49c,2024-07,churn,-1274.0,0.0,1274.0
S-3236ee,A-0b0d6d,2024-12,new,247.0,247.0,0.0
S-3236ee,A-0b0d6d,2025-01,churn,-247.0,0.0,247.0
S-323782,A-7920cc,2024-02,new,741.0,741.0,0.0
S-323f3e,A-b48f73,2024-12,new,3920.0,3920.0,0.0
S-32545c,A-7dacce,2024-11,new,2985.0,2985.0,0.0
S-32545c,A-7dacce,2025-01,churn,-2985.0,0.0,2985.0
S-326577,A-fda07f,2024-09,new,133.0,133.0,0.0
S-326691,A-e40f45,2024-11,new,399.0,399.0,0.0
S-326691,A-e40f45,2025-01,churn,-399.0,0.0,399.0
S-3279f1,A-c4ea60,2024-11,new,3582.0,3582.0,0.0
S-327a60,A-1f0ac7,2024-05,new,893.0,893.0,0.0
S-327a60,A-1f0ac7,2024-12,churn,-893.0,0.0,893.0
S-328ac2,A-417d2f,2024-10,new,196.0,196.0,0.0
S-328ac2,A-417d2f,2025-01,churn,-196.0,0.0,196.0
S-329803,A-1f0ac7,2024-04,new,646.0,646.0,0.0
S-329803,A-1f0ac7,2024-12,churn,-646.0,0.0,646.0
S-329a60,A-c16cf7,2024-10,new,1596.0,1596.0,0.0
S-329a60,A-c16cf7,2025-01,churn,-1596.0,0.0,1596.0
S-329db8,A-8b25f2,2024-05,new,588.0,588.0,0.0
S-32ab86,A-7c6b6b,2024-12,new,1127.0,1127.0,0.0
S-32b223,A-2edab2,2023-11,new,833.0,833.0,0.0
S-32b223,A-2edab2,2024-07,churn,-833.0,0.0,833.0
S-32d56d,A-9f9299,2023-11,new,5572.0,5572.0,0.0
S-32d56d,A-9f9299,2024-11,churn,-5572.0,0.0,5572.0
S-32d874,A-02cd81,2024-05,new,2156.0,2156.0,0.0
S-32e8fa,A-94d3da,2023-06,new,2009.0,2009.0,0.0
S-32e8fa,A-94d3da,2023-11,churn,-2009.0,0.0,2009.0
S-330457,A-ad3abd,2024-07,new,2156.0,2156.0,0.0
S-330989,A-671f31,2024-11,new,2891.0,2891.0,0.0
S-3311b1,A-7cfe77,2024-08,new,3381.0,3381.0,0.0
S-3311b1,A-7cfe77,2025-01,churn,-3381.0,0.0,3381.0
S-33200e,A-f5641b,2024-08,new,6169.0,6169.0,0.0
S-333abd,A-a1b80b,2024-07,new,304.0,304.0,0.0
S-333abd,A-a1b80b,2024-08,churn,-304.0,0.0,304.0
S-33472f,A-f03140,2024-03,new,5373.0,5373.0,0.0
S-33472f,A-f03140,2024-11,churn,-5373.0,0.0,5373.0
S-334ceb,A-bece89,2024-03,new,494.0,494.0,0.0
S-334ceb,A-bece89,2024-08,churn,-494.0,0.0,494.0
S-33598f,A-32fb14,2024-11,new,5174.0,5174.0,0.0
S-335e1e,A-22f2df,2024-12,new,1960.0,1960.0,0.0
S-337c84,A-2bc93d,2024-09,new,551.0,551.0,0.0
S-339fce,A-e888d1,2024-11,new,686.0,686.0,0.0
S-339fce,A-e888d1,2024-12,churn,-686.0,0.0,686.0
S-33db08,A-fa3095,2024-12,new,1330.0,1330.0,0.0
S-33deb8,A-427b69,2024-11,new,833.0,833.0,0.0
S-33df6f,A-0baac2,2024-12,new,2786.0,2786.0,0.0
S-33df6f,A-0baac2,2025-01,churn,-2786.0,0.0,2786.0
S-33e40e,A-86cdb4,2024-10,new,398.0,398.0,0.0
S-33e40e,A-86cdb4,2025-01,churn,-398.0,0.0,398.0
S-33e4e2,A-a1b80b,2024-09,new,3184.0,3184.0,0.0
S-33eb1d,A-02fac6,2024-09,new,4378.0,4378.0,0.0
S-3401bf,A-1619f8,2024-06,new,10945.0,10945.0,0.0
S-3401bf,A-1619f8,2024-10,churn,-10945.0,0.0,10945.0
S-342037,A-bb3bd4,2024-04,new,4577.0,4577.0,0.0
S-342037,A-bb3bd4,2024-07,churn,-4577.0,0.0,4577.0
S-34253c,A-1b9609,2023-12,new,342.0,342.0,0.0
S-34253c,A-1b9609,2024-12,churn,-342.0,0.0,342.0
S-342708,A-ffc04f,2024-11,new,2009.0,2009.0,0.0
S-342708,A-ffc04f,2025-01,churn,-2009.0,0.0,2009.0
S-343743,A-2d1036,2024-08,new,3381.0,3381.0,0.0
S-343743,A-2d1036,2024-11,churn,-3381.0,0.0,3381.0
S-343bab,A-f1f639,2023-08,new,995.0,995.0,0.0
S-343bab,A-f1f639,2024-05,churn,-995.0,0.0,995.0
S-3445f5,A-7f6b86,2023-10,new,855.0,855.0,0.0
S-3445f5,A-7f6b86,2024-08,churn,-855.0,0.0,855.0
S-344c0d,A-87aa7b,2024-10,new,4776.0,4776.0,0.0
S-344c0d,A-87aa7b,2025-01,churn,-4776.0,0.0,4776.0
S-34512a,A-9289f6,2024-11,new,49.0,49.0,0.0
S-34553e,A-d49cc5,2024-06,new,950.0,950.0,0.0
S-3473af,A-d77f4c,2024-10,new,152.0,152.0,0.0
S-3473af,A-d77f4c,2025-01,churn,-152.0,0.0,152.0
S-3476e2,A-cb6cc6,2024-09,new,247.0,247.0,0.0
S-34a131,A-2e4581,2024-11,new,1791.0,1791.0,0.0
S-34a131,A-2e4581,2025-01,churn,-1791.0,0.0,1791.0
S-34b845,A-432483,2024-05,new,392.0,392.0,0.0
S-34cc51,A-118d55,2024-11,new,285.0,285.0,0.0
S-34cc51,A-118d55,2025-01,churn,-285.0,0.0,285.0
S-34cfad,A-5a3eb9,2023-12,new,551.0,551.0,0.0
S-34cfad,A-5a3eb9,2024-07,churn,-551.0,0.0,551.0
S-34f2f9,A-f19409,2024-09,new,4577.0,4577.0,0.0
S-34f8ad,A-484819,2024-05,new,342.0,342.0,0.0
