account_id,account_name,signup_date,churn_date,total_mrr,total_arr,avg_mrr,max_mrr,lifetime_gross_mrr,total_churned_mrr,num_subscriptions_lifetime,num_active_subscriptions,num_churns,lifetime_days,total_usage_count,avg_monthly_active_features,ticket_count,tickets_90_days,avg_resolution_hours,avg_satisfaction,avg_priority_score,escalated_tickets,escalation_rate,tickets_per_active_subscription,usage_score,support_score,revenue_score,health_score,customer_segment,dirty_row_flag,dirty_row_reason,daily_usage_rate
A-18793f,Company_488,2024-12-18,30-12-2024,0.0,0.0,0.0,0.0,110852.0,110852.0,14.0,0.0,14.0,365,547.0,2.0869565217391304,5.0,0.0,45.2,3.8,1.8,0.0,0.0,0.0,0.9703582328314,0.19999999999999996,0.0,0.7392507629819799,SMB,False,,1.4986301369863013
A-1986ca,Company_197,2023-01-30,,27661.0,331932.0,3951.5714285714284,6169.0,27661.0,0.0,7.0,7.0,0.0,1053,378.0,1.75,7.0,0.0,36.57142857142857,3.4,2.0,0.0,0.0,1.0,0.2324347522509002,0.35271807838179525,0.9400733407421762,0.2685197500901687,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.358974358974359
A-19b2c8,Company_476,2023-06-06,16-08-2024,0.0,0.0,0.0,0.0,30683.0,30683.0,14.0,0.0,14.0,926,680.0,2.5416666666666665,5.0,0.0,28.8,4.75,2.4,0.0,0.0,0.0,0.4754836184583364,0.4902654867256637,0.0,0.4799181789385346,SMB,False,,0.734341252699784
A-1ac5e0,Company_126,2024-10-20,,24816.0,297792.0,2068.0,6567.0,24816.0,0.0,12.0,12.0,0.0,424,568.0,2.4347826086956523,7.0,0.0,40.42857142857143,3.8,2.5714285714285716,0.0,0.0,0.5833333333333334,0.8674013867691949,0.2844500632111251,0.8433845495050014,0.6925159897017739,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",1.3396226415094339
A-1b707d,Company_56,2023-07-14,21-07-2023,0.0,0.0,0.0,0.0,10425.0,10425.0,10.0,0.0,10.0,888,437.0,2.0555555555555554,4.0,2.0,40.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.3186442634018736,0.2920353982300885,0.0,0.31066160385033803,SMB,False,,0.49211711711711714
A-1b7577,Company_39,2024-10-27,,8701.0,104412.0,870.1,2009.0,9043.0,342.0,13.0,10.0,3.0,417,684.0,2.727272727272727,5.0,0.0,27.2,4.0,2.0,0.0,0.0,0.5,1.0,0.5185840707964602,0.29570796926350007,0.855575221238938,Mid-Market,True,"[""native_churn_flag_true_but_no_event""]",1.6402877697841727
A-1b9609,Company_5,2023-10-12,16-11-2024,0.0,0.0,0.0,0.0,22780.0,22780.0,12.0,0.0,12.0,798,484.0,2.1904761904761907,4.0,1.0,43.0,3.0,2.3333333333333335,0.0,0.0,0.0,0.39271736336269175,0.23893805309734517,0.0,0.3465835702830877,SMB,False,,0.606516290726817
A-1d5444,Company_427,2024-01-18,01-06-2024,0.0,0.0,0.0,0.0,30958.0,30958.0,15.0,0.0,15.0,700,611.0,2.5,2.0,1.0,30.0,4.0,3.0,0.0,0.0,0.0,0.5651722154476225,0.4690265486725663,0.0,0.5363285154151056,SMB,False,,0.8728571428571429
A-1e1b80,Company_416,2023-09-12,13-11-2024,0.0,0.0,0.0,0.0,68547.0,68547.0,14.0,0.0,14.0,828,715.0,2.7916666666666665,6.0,0.0,43.0,3.2,2.4,0.0,0.0,0.0,0.5591306993199061,0.23893805309734517,0.0,0.46307290545313784,SMB,False,,0.8635265700483091
A-1e50e0,Company_415,2023-02-21,26-04-2024,0.0,0.0,0.0,0.0,13295.0,13295.0,5.0,0.0,5.0,1031,203.0,1.6666666666666667,2.0,2.0,20.5,5.0,3.0,1.0,0.5,0.0,0.12748967254886912,0.6371681415929203,0.0,0.2803932132620845,SMB,False,,0.19689621726479145
A-1e6fc3,Company_434,2023-12-06,20-03-2024,0.0,0.0,0.0,0.0,689.0,689.0,5.0,0.0,5.0,743,270.0,1.5294117647058822,7.0,0.0,24.857142857142858,3.8,2.0,0.0,0.0,0.0,0.23529493762756962,0.5600505689001264,0.0,0.3327216270093366,SMB,False,,0.3633916554508748
A-1f0636,Company_368,2024-01-01,,94710.0,1136520.0,9471.0,20895.0,94710.0,0.0,11.0,10.0,1.0,717,755.0,3.0454545454545454,2.0,0.0,38.5,3.5,3.0,0.0,0.0,0.2,0.6818132376995175,0.31858407079646023,1.0,0.5728444876286003,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",1.0529986052998606
A-1f0ac7,Company_3,2023-08-27,08-11-2024,0.0,0.0,0.0,0.0,9275.0,9275.0,7.0,0.0,7.0,844,398.0,1.8181818181818181,2.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,0.30533617336141444,0.48672566371681414,0.0,0.3597530204680343,SMB,False,,0.471563981042654
A-1f559b,Company_357,2023-09-04,28-09-2024,0.0,0.0,0.0,0.0,12060.0,12060.0,11.0,0.0,11.0,836,431.0,2.2941176470588234,5.0,1.0,50.4,4.2,2.6666666666666665,0.0,0.0,0.0,0.33381713521747963,0.10796460176991152,0.0,0.26606137518320916,SMB,False,,0.5155502392344498
A-1f7acb,Company_281,2023-08-06,,59648.0,715776.0,6627.555555555556,12736.0,59648.0,0.0,9.0,9.0,0.0,865,552.0,2.3181818181818183,7.0,1.0,41.714285714285715,4.4,2.5,0.0,0.0,0.7777777777777778,0.41320027633834683,0.2616940581542351,1.0,0.3677484108831133,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.638150289017341
A-202b67,Company_305,2024-03-22,14-09-2024,0.0,0.0,0.0,0.0,18168.0,18168.0,9.0,0.0,9.0,636,490.0,2.090909090909091,4.0,0.0,36.75,4.666666666666667,2.5,0.0,0.0,0.0,0.49885760506679055,0.3495575221238938,0.0,0.45406758018392146,SMB,False,,0.7704402515723271
A-20736a,Company_271,2024-03-16,19-03-2024,0.0,0.0,0.0,0.0,43514.0,43514.0,8.0,0.0,8.0,642,438.0,2.1578947368421053,4.0,2.0,42.25,3.75,2.3333333333333335,0.0,0.0,0.0,0.4417501599855226,0.2522123893805309,0.0,0.3848888288040251,SMB,False,,0.6822429906542056
A-22d9d2,Company_188,2024-03-22,17-10-2024,0.0,0.0,0.0,0.0,18746.0,18746.0,14.0,0.0,14.0,636,831.0,3.1739130434782608,7.0,1.0,16.285714285714285,4.0,1.75,1.0,0.14285714285714285,0.0,0.8460217751234753,0.7117572692793932,0.0,0.8057424233702506,SMB,False,,1.3066037735849056
A-22f2df,Company_106,2024-12-14,,7451.0,89412.0,827.8888888888889,2989.0,7451.0,0.0,9.0,9.0,0.0,369,470.0,1.9090909090909092,5.0,0.0,44.8,5.0,3.0,0.0,0.0,0.5555555555555556,0.8247249339448318,0.20707964601769913,0.25322607504681516,0.639431347566692,Mid-Market,True,"[""native_churn_flag_true_but_no_event""]",1.2737127371273713
A-241e75,Company_242,2024-07-03,19-12-2024,0.0,0.0,0.0,0.0,6114.0,6114.0,7.0,0.0,7.0,533,274.0,1.6470588235294117,4.0,0.0,31.5,4.5,2.0,0.0,0.0,0.0,0.33285952325825774,0.4424778761061947,0.0,0.36574502911263884,SMB,False,,0.5140712945590994
A-2446e3,Company_241,2024-01-10,29-07-2024,0.0,0.0,0.0,0.0,24138.0,24138.0,7.0,0.0,7.0,708,512.0,2.1818181818181817,3.0,1.0,28.666666666666668,4.0,2.0,0.0,0.0,0.0,0.4682462805635568,0.4926253687315634,0.0,0.47556000701395873,SMB,False,,0.7231638418079096
A-249769,Company_214,2024-04-25,16-12-2024,0.0,0.0,0.0,0.0,15717.0,15717.0,13.0,0.0,13.0,602,725.0,3.0454545454545454,2.0,1.0,39.5,4.0,2.0,0.0,0.0,0.0,0.7797926696599672,0.3008849557522124,0.0,0.6361203554876407,SMB,False,,1.2043189368770764
A-271f46,Company_84,2023-02-09,09-08-2024,0.0,0.0,0.0,0.0,20326.0,20326.0,9.0,0.0,9.0,1043,392.0,1.9473684210526316,1.0,0.0,36.0,0.0,2.0,0.0,0.0,0.0,0.2433545057123519,0.36283185840707965,0.0,0.2791977115207702,SMB,False,,0.37583892617449666
A-2789e3,Company_268,2024-09-14,,24489.0,293868.0,2040.75,12139.0,24489.0,0.0,12.0,12.0,0.0,460,726.0,2.625,5.0,3.0,41.8,4.0,2.0,0.0,0.0,0.4166666666666667,1.0,0.26017699115044257,0.8322712859779167,0.7780530973451327,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",1.5782608695652174
A-2922b6,Company_70,2024-11-14,25-12-2024,0.0,0.0,0.0,0.0,10669.0,10669.0,6.0,0.0,6.0,399,409.0,2.25,2.0,2.0,15.5,4.0,3.0,0.0,0.0,0.0,0.6637248000633923,0.7256637168141593,0.0,0.6823064750886224,SMB,False,,1.0250626566416041
A-296d7c,Company_182,2023-11-08,04-11-2024,0.0,0.0,0.0,0.0,1989.0,1989.0,7.0,0.0,7.0,771,368.0,1.736842105263158,5.0,0.0,50.4,3.75,1.0,0.0,0.0,0.0,0.30905165502176396,0.10796460176991152,0.0,0.24872553904620823,SMB,False,,0.4773022049286641
A-297a2d,Company_448,2023-05-05,,14886.0,178632.0,2481.0,7164.0,14886.0,0.0,6.0,6.0,0.0,958,244.0,1.5625,2.0,0.0,32.5,3.0,3.0,0.0,0.0,0.3333333333333333,0.1649156801684735,0.4247787610619469,0.5059083818476567,0.2428746044365155,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.2546972860125261
A-2b9d3e,Company_319,2023-06-04,,6137.0,73644.0,613.7,1421.0,6137.0,0.0,10.0,10.0,0.0,928,480.0,2.0952380952380953,3.0,0.0,34.666666666666664,5.0,2.0,0.0,0.0,0.3,0.3349121430216173,0.3864306784660767,0.20856910784623603,0.35036770365495506,Mid-Market,True,"[""native_churn_flag_true_but_no_event""]",0.5172413793103449
A-2bc93d,Company_43,2023-03-14,15-08-2024,0.0,0.0,0.0,0.0,36985.0,36985.0,15.0,0.0,15.0,1010,699.0,2.7083333333333335,2.0,1.0,12.0,4.5,2.0,0.0,0.0,0.0,0.4481190792865481,0.7876106194690266,0.0,0.5499665413412915,SMB,False,,0.692079207920792
A-2d1036,Company_399,2024-06-14,28-10-2024,0.0,0.0,0.0,0.0,65964.0,65964.0,14.0,0.0,14.0,552,720.0,2.9565217391304346,5.0,1.0,37.8,4.6,1.75,1.0,0.2,0.0,0.8445610563153827,0.3309734513274337,0.0,0.690484774818998,SMB,False,,1.3043478260869565
A-2d4502,Company_45,2024-04-29,07-05-2024,0.0,0.0,0.0,0.0,41608.0,41608.0,12.0,0.0,12.0,598,513.0,2.263157894736842,3.0,0.0,26.333333333333332,5.0,2.0,0.0,0.0,0.0,0.5554613101151171,0.5339233038348083,0.0,0.5489999082310245,SMB,False,,0.8578595317725752
A-2e3bad,Company_108,2023-08-13,30-03-2024,0.0,0.0,0.0,0.0,61000.0,61000.0,12.0,0.0,12.0,858,439.0,2.0,5.0,0.0,31.4,3.5,2.0,0.0,0.0,0.0,0.3312949877861857,0.44424778761061945,0.0,0.3651808277335158,SMB,False,,0.5116550116550117
A-2e4581,Company_0,2024-10-16,05-12-2024,0.0,0.0,0.0,0.0,19651.0,19651.0,13.0,0.0,13.0,428,567.0,2.2083333333333335,2.0,1.0,23.0,3.0,3.0,0.0,0.0,0.0,0.8577819887390113,0.5929203539823009,0.0,0.7783234983119982,SMB,False,,1.324766355140187
A-2ebb4b,Company_334,2023-05-15,29-12-2024,0.0,0.0,0.0,0.0,33476.0,33476.0,12.0,0.0,12.0,948,522.0,2.238095238095238,3.0,0.0,46.0,3.0,2.3333333333333335,0.0,0.0,0.0,0.3565330535204812,0.18584070796460173,0.0,0.30532534985371734,SMB,False,,0.5506329113924051
A-2edab2,Company_301,2023-11-17,23-06-2024,0.0,0.0,0.0,0.0,11390.0,11390.0,10.0,0.0,10.0,762,517.0,2.4210526315789473,5.0,0.0,26.4,3.0,1.8,0.0,0.0,0.0,0.4393121400107706,0.5327433628318584,0.0,0.46734150685709697,SMB,False,,0.678477690288714
A-2f6a32,Company_160,2024-08-26,,6221.0,74652.0,691.2222222222222,1617.0,7513.0,1292.0,11.0,9.0,2.0,479,694.0,3.05,2.0,0.0,41.0,3.5,2.0,0.0,0.0,0.2222222222222222,0.9381269019419721,0.2743362831858407,0.21142389113759727,0.7389897163151327,Mid-Market,True,"[""native_churn_flag_true_but_no_event""]",1.4488517745302714
A-309e54,Company_371,2024-12-09,14-12-2024,0.0,0.0,0.0,0.0,28549.0,28549.0,11.0,0.0,11.0,374,551.0,2.217391304347826,5.0,0.0,23.8,3.0,2.0,0.0,0.0,0.0,0.9539324658364389,0.5787610619469026,0.0,0.841381044669578,SMB,False,,1.4732620320855614
A-30b4ca,Company_23,2024-05-20,01-09-2024,0.0,0.0,0.0,0.0,96320.0,96320.0,11.0,0.0,11.0,577,422.0,2.1052631578947367,4.0,0.0,56.25,4.0,1.5,0.0,0.0,0.0,0.47355919194668433,0.004424778761061954,0.0,0.33281886799099764,SMB,False,,0.7313691507798961
A-310452,Company_321,2024-12-25,27-12-2024,0.0,0.0,0.0,0.0,11003.0,11003.0,5.0,0.0,5.0,358,283.0,1.9230769230769231,6.0,1.0,39.666666666666664,3.6,2.0,0.0,0.0,0.0,0.5118480368302445,0.29793510324483785,0.0,0.44767415675462247,SMB,False,,0.7905027932960894
A-313be3,Company_136,2023-11-15,23-03-2024,0.0,0.0,0.0,0.0,19006.0,19006.0,11.0,0.0,11.0,764,558.0,2.85,4.0,1.0,22.5,5.0,1.0,1.0,0.25,0.0,0.4729099736802628,0.6017699115044248,0.0,0.5115679550275114,SMB,False,,0.7303664921465969
A-31ab9a,Company_460,2024-03-03,23-09-2024,0.0,0.0,0.0,0.0,16399.0,16399.0,8.0,0.0,8.0,655,340.0,1.619047619047619,7.0,1.0,43.142857142857146,3.5,2.0,0.0,0.0,0.0,0.3361052142690225,0.23640960809102396,0.0,0.30619653241562295,SMB,False,,0.5190839694656488
A-32728c,Company_54,2023-01-03,19-07-2024,0.0,0.0,0.0,0.0,4498.0,4498.0,8.0,0.0,8.0,1080,456.0,2.05,3.0,0.0,36.333333333333336,3.3333333333333335,2.0,0.0,0.0,0.0,0.2733875419332017,0.3569321533923303,0.0,0.29845092537094026,SMB,False,,0.4222222222222222
A-328bd0,Company_237,2023-05-16,,14068.0,168816.0,1172.3333333333333,3582.0,16321.0,2253.0,14.0,12.0,2.0,947,567.0,2.608695652173913,6.0,0.0,39.666666666666664,3.6666666666666665,2.3333333333333335,0.0,0.0,0.5,0.387677604203059,0.29793510324483785,0.47810823027225824,0.36075485391559264,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.5987328405491025
A-32fb14,Company_25,2023-03-07,28-04-2024,0.0,0.0,0.0,0.0,10162.0,10162.0,9.0,0.0,9.0,1017,504.0,2.4210526315789473,6.0,0.0,29.5,4.333333333333333,1.0,0.0,0.0,0.0,0.32088337478885337,0.47787610619469023,0.0,0.3679811942106044,SMB,False,,0.49557522123893805
A-331424,Company_246,2023-11-06,21-02-2024,0.0,0.0,0.0,0.0,6776.0,6776.0,6.0,0.0,6.0,773,239.0,1.4285714285714286,2.0,0.0,24.5,0.0,2.0,0.0,0.0,0.0,0.20019629696272787,0.5663716814159292,0.0,0.31004891229868825,SMB,False,,0.3091849935316947
A-337bc1,Company_424,2023-07-19,16-12-2023,0.0,0.0,0.0,0.0,25548.0,25548.0,8.0,0.0,8.0,883,444.0,1.9545454545454546,4.0,2.0,32.5,4.0,2.5,1.0,0.25,0.0,0.3255816348468361,0.4247787610619469,0.0,0.3553407727113693,SMB,False,,0.5028312570781427
A-342303,Company_294,2024-03-16,20-03-2024,0.0,0.0,0.0,0.0,1695.0,1695.0,3.0,0.0,3.0,642,154.0,1.6666666666666667,3.0,0.0,29.333333333333332,4.5,2.6666666666666665,0.0,0.0,0.0,0.15531854940130246,0.4808259587020649,0.0,0.2529707721915312,SMB,False,,0.2398753894080997
A-34d880,Company_207,2024-04-11,20-12-2024,0.0,0.0,0.0,0.0,20964.0,20964.0,10.0,0.0,10.0,616,513.0,2.3684210526315788,5.0,2.0,52.2,3.0,1.5,0.0,0.0,0.0,0.5392302978065585,0.07610619469026547,0.0,0.40029306687167054,SMB,False,,0.8327922077922078
A-34ea2f,Company_436,2024-08-15,19-10-2024,0.0,0.0,0.0,0.0,14583.0,14583.0,12.0,0.0,12.0,490,585.0,2.5714285714285716,8.0,1.0,35.25,3.8,1.2,0.0,0.0,0.0,0.7730319056274473,0.3761061946902655,0.0,0.6539541923462927,SMB,False,,1.1938775510204083
A-35083d,Company_27,2023-04-28,,31502.0,378024.0,2100.133333333333,9751.0,32433.0,931.0,16.0,15.0,1.0,965,858.0,3.1904761904761907,4.0,0.0,49.75,5.0,2.5,0.0,0.0,0.26666666666666666,0.5757018267816153,0.11946902654867253,1.0,0.43883198671173246,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.8891191709844559
A-354f12,Company_201,2024-04-28,19-09-2024,0.0,0.0,0.0,0.0,8889.0,8889.0,4.0,0.0,4.0,599,168.0,1.5,2.0,0.0,56.5,0.0,1.5,0.0,0.0,0.0,0.18160177638300717,0.0,0.0,0.12712124346810502,SMB,False,,0.28046744574290483
A-378b99,Company_60,2024-09-01,12-10-2024,0.0,0.0,0.0,0.0,13047.0,13047.0,13.0,0.0,13.0,473,603.0,2.4782608695652173,6.0,0.0,28.5,4.5,1.6666666666666667,0.0,0.0,0.0,0.8254557639209332,0.49557522123893805,0.0,0.7264916011163347,SMB,False,,1.2748414376321353
A-3793ee,Company_332,2023-03-21,16-06-2023,0.0,0.0,0.0,0.0,26705.0,26705.0,7.0,0.0,7.0,1003,421.0,1.85,5.0,0.0,36.8,4.0,1.4,0.0,0.0,0.0,0.2717808144998954,0.3486725663716814,0.0,0.2948483400614312,SMB,False,,0.419740777666999
A-37f969,Company_150,2023-10-14,12-12-2024,0.0,0.0,0.0,0.0,22959.0,22959.0,8.0,0.0,8.0,796,352.0,1.6842105263157894,7.0,0.0,26.714285714285715,3.8,2.0,1.0,0.14285714285714285,0.0,0.2863302475682303,0.5271807838179519,0.0,0.35858540844314674,SMB,False,,0.44221105527638194
A-3932db,Company_144,2023-10-04,,14524.0,174288.0,1452.4,6965.0,14524.0,0.0,11.0,10.0,1.0,806,481.0,2.142857142857143,7.0,0.0,37.857142857142854,4.5,2.0,0.0,0.0,0.7,0.38640938651848966,0.32996207332490524,0.49360562528250485,0.3694751925604143,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.5967741935483871
A-396e5f,Company_30,2024-10-02,30-11-2024,0.0,0.0,0.0,0.0,10236.0,10236.0,10.0,0.0,10.0,442,571.0,2.347826086956522,7.0,1.0,24.857142857142858,4.0,2.6,1.0,0.14285714285714285,0.0,0.836472123121412,0.5600505689001264,0.0,0.7535456568550263,SMB,False,,1.2918552036199096
A-39868b,Company_422,2024-03-17,24-05-2024,0.0,0.0,0.0,0.0,4194.0,4194.0,5.0,0.0,5.0,641,336.0,1.6470588235294117,7.0,0.0,37.57142857142857,4.25,1.8333333333333333,0.0,0.0,0.0,0.3394055040668371,0.33501896333754744,0.0,0.3380895418480502,SMB,False,,0.5241809672386896
A-39b19f,Company_176,2023-02-03,11-03-2023,0.0,0.0,0.0,0.0,21237.0,21237.0,11.0,0.0,11.0,1049,539.0,2.619047619047619,6.0,1.0,47.833333333333336,4.25,2.1666666666666665,1.0,0.16666666666666666,0.0,0.33269855148210353,0.15339233038348077,0.0,0.2789066851525167,SMB,False,,0.5138226882745471
A-39ddf4,Company_435,2024-12-05,13-12-2024,0.0,0.0,0.0,0.0,39756.0,39756.0,11.0,0.0,11.0,378,493.0,2.25,5.0,1.0,23.0,4.25,2.8,0.0,0.0,0.0,0.844486580031757,0.5929203539823009,0.0,0.7690167122169201,SMB,False,,1.3042328042328042
A-3a5ad8,Company_94,2023-12-05,,28701.0,344412.0,2207.769230769231,13930.0,28701.0,0.0,13.0,13.0,0.0,744,530.0,2.260869565217391,5.0,1.0,48.8,4.5,3.0,0.0,0.0,0.38461538461538464,0.4612544478711701,0.13628318584070798,0.975418276730458,0.36376306926203145,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.7123655913978495
A-3a7284,Company_93,2024-11-17,26-12-2024,0.0,0.0,0.0,0.0,35519.0,35519.0,12.0,0.0,12.0,396,664.0,2.6666666666666665,3.0,0.0,56.333333333333336,3.5,3.0,0.0,0.0,0.0,1.0,0.002949852507374562,0.0,0.7008849557522123,SMB,False,,1.6767676767676767
A-3b37d9,Company_384,2023-01-27,13-10-2024,0.0,0.0,0.0,0.0,19435.0,19435.0,7.0,0.0,7.0,1056,476.0,2.1,6.0,0.0,32.666666666666664,4.333333333333333,2.0,0.0,0.0,0.0,0.29186409231505084,0.42182890855457233,0.0,0.33085353718690724,SMB,False,,0.45075757575757575
A-3b5cd1,Company_49,2023-09-12,30-08-2024,0.0,0.0,0.0,0.0,32631.0,32631.0,15.0,0.0,15.0,828,558.0,2.736842105263158,5.0,1.0,27.4,4.0,1.3333333333333333,0.0,0.0,0.0,0.43635654576294775,0.5150442477876107,0.0,0.4599628563703466,SMB,False,,0.6739130434782609
A-3be56b,Company_200,2023-10-26,20-06-2024,0.0,0.0,0.0,0.0,17040.0,17040.0,12.0,0.0,12.0,784,570.0,2.2916666666666665,4.0,0.0,40.25,3.5,1.5,0.0,0.0,0.0,0.4707566091962019,0.28761061946902655,0.0,0.4158128122780492,SMB,False,,0.7270408163265306
A-3c1a3f,Company_224,2023-08-26,,11789.0,141468.0,1071.7272727272727,5771.0,15506.0,3717.0,13.0,11.0,2.0,845,523.0,2.380952380952381,4.0,0.0,33.25,3.5,1.5,0.0,0.0,0.36363636363636365,0.4007583805292994,0.41150442477876104,0.40065524073639835,0.40398219380413786,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.6189349112426036
A-3cc791,Company_423,2024-01-10,09-10-2024,0.0,0.0,0.0,0.0,8522.0,8522.0,8.0,0.0,8.0,708,501.0,2.1904761904761907,6.0,1.0,48.333333333333336,4.25,2.0,1.0,0.16666666666666666,0.0,0.45818630187957415,0.14454277286135686,0.0,0.36409324317410896,SMB,False,,0.7076271186440678
A-3ce5b8,Company_256,2023-09-07,18-09-2024,0.0,0.0,0.0,0.0,16802.0,16802.0,10.0,0.0,10.0,833,551.0,2.380952380952381,12.0,2.0,42.0,3.625,2.125,0.0,0.0,0.0,0.42829620915105426,0.2566371681415929,0.0,0.3767984968482158,SMB,False,,0.6614645858343338
A-3d957b,Company_311,2024-04-04,05-05-2024,0.0,0.0,0.0,0.0,11852.0,11852.0,6.0,0.0,6.0,623,161.0,1.0714285714285714,4.0,0.0,42.25,3.0,3.0,0.0,0.0,0.0,0.16733063625125,0.2522123893805309,0.0,0.19279516219003426,SMB,False,,0.25842696629213485
A-3f9cc0,Company_359,2024-06-03,21-12-2024,0.0,0.0,0.0,0.0,19940.0,19940.0,7.0,0.0,7.0,563,422.0,2.0526315789473686,5.0,1.0,34.8,4.5,2.3333333333333335,1.0,0.2,0.0,0.48533508659544733,0.38407079646017706,0.0,0.4549557995548662,SMB,False,,0.7495559502664298
A-40906c,Company_235,2024-03-27,,68908.0,826896.0,5300.615384615385,18308.0,68908.0,0.0,13.0,13.0,0.0,631,737.0,2.5416666666666665,5.0,3.0,29.2,3.75,1.5,0.0,0.0,0.38461538461538464,0.7562680647439014,0.48318584070796466,1.0,0.6743433975331203,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",1.167987321711569
A-40a557,Company_86,2023-12-03,08-12-2023,0.0,0.0,0.0,0.0,24108.0,24108.0,10.0,0.0,10.0,746,450.0,1.8571428571428572,8.0,2.0,30.375,3.5,2.0,0.0,0.0,0.0,0.39058118556140353,0.46238938053097345,0.0,0.4121236440522744,SMB,False,,0.6032171581769437
A-40de06,Company_369,2023-05-08,,21918.0,263016.0,1565.5714285714287,5572.0,28862.0,6944.0,16.0,14.0,2.0,955,979.0,4.0,3.0,0.0,40.333333333333336,4.0,1.5,0.0,0.0,0.21428571428571427,0.6637689809791788,0.28613569321533916,0.7448945259530392,0.5504789946500268,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",1.025130890052356
A-410e86,Company_210,2024-11-10,,15960.0,191520.0,2660.0,4776.0,20736.0,4776.0,8.0,6.0,2.0,403,292.0,1.7647058823529411,5.0,0.0,42.6,3.5,1.8,0.0,0.0,0.8333333333333334,0.46915401606402896,0.24601769911504423,0.5424088253586324,0.40221312097933354,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.7245657568238213
A-417d2f,Company_285,2023-07-04,30-12-2024,0.0,0.0,0.0,0.0,22933.0,22933.0,16.0,0.0,16.0,898,766.0,3.090909090909091,6.0,2.0,43.5,4.333333333333333,2.0,0.0,0.0,0.0,0.5523191050543583,0.23008849557522126,0.0,0.4556499222106172,SMB,False,,0.8530066815144766
A-425e76,Company_110,2023-05-17,22-10-2024,0.0,0.0,0.0,0.0,17263.0,17263.0,12.0,0.0,12.0,946,470.0,2.473684210526316,6.0,0.0,42.833333333333336,3.5,2.6,2.0,0.3333333333333333,0.0,0.32169503237382974,0.24188790560471973,0.0,0.2977528943430967,SMB,False,,0.49682875264270615
A-427b69,Company_453,2024-08-23,,19027.0,228324.0,1902.7,6766.0,20791.0,1764.0,11.0,10.0,1.0,482,719.0,2.9545454545454546,2.0,0.0,31.5,3.0,2.0,0.0,0.0,0.2,0.9658717972536296,0.4424778761061947,0.6466424010086904,0.808853620909399,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",1.491701244813278
A-42b791,Company_464,2024-05-20,,18547.0,222564.0,3091.1666666666665,14925.0,19060.0,513.0,7.0,6.0,1.0,577,327.0,1.6,3.0,0.0,33.666666666666664,4.0,2.5,0.0,0.0,0.5,0.3669522648496819,0.4041297935103245,0.6303293536294834,0.3781055234478746,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.5667244367417678
A-42e5e1,Company_118,2024-07-09,04-10-2024,0.0,0.0,0.0,0.0,8916.0,8916.0,7.0,0.0,7.0,527,431.0,1.9047619047619047,3.0,0.0,29.0,4.0,2.3333333333333335,0.0,0.0,0.0,0.5295467268345597,0.48672566371681414,0.0,0.516700407899236,SMB,False,,0.8178368121442126
A-432483,Company_78,2023-02-06,,34881.0,418572.0,4983.0,11940.0,37753.0,2872.0,10.0,7.0,3.0,1046,492.0,2.15,1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3045587289122011,0.09734513274336287,1.0,0.24239465006154962,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.47036328871892924
A-439b2f,Company_152,2024-02-21,18-11-2024,0.0,0.0,0.0,0.0,1796.0,1796.0,6.0,0.0,6.0,666,171.0,1.5384615384615385,3.0,1.0,18.333333333333332,0.0,1.0,0.0,0.0,0.0,0.16624918090532534,0.6755162241887906,0.0,0.31902929389036494,SMB,False,,0.25675675675675674
A-43a9e3,Company_1,2023-08-17,,10004.0,120048.0,1250.5,5572.0,10004.0,0.0,8.0,8.0,0.0,854,381.0,1.7,3.0,0.0,38.0,4.0,2.0,0.0,0.0,0.375,0.2888715275757884,0.327433628318584,0.3399910957949724,0.30044015779862704,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.446135831381733
A-4437e4,Company_192,2023-09-16,21-06-2024,0.0,0.0,0.0,0.0,21764.0,21764.0,19.0,0.0,19.0,824,909.0,3.5217391304347827,6.0,2.0,34.666666666666664,3.0,2.4,2.0,0.3333333333333333,0.0,0.7142895632842113,0.3864306784660767,0.0,0.6159318978387709,SMB,False,,1.1031553398058251
